trial_number,trial_time_secs,trial_time_frames,cum_trial_time_secs,cum_trial_time_frames,block_number,run_number,image_number,image_agesexcat_ref,image_agesexemocat_ref,image_number_ref,image_age,image_age_ref,image_sex,image_sex_ref,location_name,location,location_x,location_y,target_emotion,target_emotion_ref,target_id,target_fullid,target_imagename,target_pos_ref,mask_secs,mask_frames,mask_id,mask_fullid,mask_imagename,mask_pos_ref,soa_ref,soa_secs,soa_frames,jitter_ref,jitter_secs,jitter_frames,response_secs,response_frames
11,2.436246774,351,23.716966458,3417,1,1,45,1,2,6,middle,1,male,1,right,2,1160,540,happy,2,m_m_h,middle_male_happy,045_m_m_h_a.jpg,2,0.10411311,15,m_m_n,middle_male_neutral,045_m_m_n_a.jpg,3,6,0.0763496140000001,11,8,0.749614392000001,108,1.506169658,217
12,1.783804618,257,26.000514004,3746,1,1,29,2,3,4,middle,1,female,2,left,1,760,540,fear,1,m_f_f,middle_female_fear,029_m_f_f_a.jpg,4,0.10411311,15,m_f_n,middle_female_neutral,029_m_f_n_a.jpg,6,4,0.0416452440000001,6,2,0.131876606,19,1.506169658,217
13,2.297429294,331,27.777377748,4002,1,1,68,1,1,10,middle,1,male,1,left,1,760,540,fear,1,m_m_f,middle_male_fear,068_m_m_f_a.jpg,1,0.10411311,15,m_m_n,middle_male_neutral,068_m_m_n_a.jpg,3,10,0.249871464,36,5,0.437275062000001,63,1.506169658,217
14,2.103084822,303,30.178920152,4348,1,1,114,3,6,18,young,2,male,1,left,1,760,540,happy,2,y_m_h,young_male_happy,114_y_m_h_a.jpg,8,0.10411311,15,y_m_n,young_male_neutral,114_y_m_n_a.jpg,9,8,0.152699228,22,4,0.340102826,49,1.506169658,217
15,2.304370168,332,32.177891864,4636,1,1,52,2,3,8,middle,1,female,2,right,2,1160,540,fear,1,m_f_f,middle_female_fear,052_m_f_f_a.jpg,4,0.10411311,15,m_f_n,middle_female_neutral,052_m_f_n_a.jpg,6,8,0.152699228,22,6,0.541388172000001,78,1.506169658,217
16,1.94344472,280,34.301799308,4942,1,1,57,3,5,9,young,2,male,1,left,1,760,540,fear,1,y_m_f,young_male_fear,057_y_m_f_a.jpg,7,0.10411311,15,y_m_n,young_male_neutral,057_y_m_n_a.jpg,9,9,0.201285346,29,2,0.131876606,19,1.506169658,217
17,1.992030838,287,36.1411309180001,5207,1,1,123,3,6,20,young,2,male,1,left,1,760,540,happy,2,y_m_h,young_male_happy,123_y_m_h_a.jpg,8,0.10411311,15,y_m_n,young_male_neutral,123_y_m_n_a.jpg,9,10,0.249871464,36,2,0.131876606,19,1.506169658,217
18,2.512596388,362,38.6537273060001,5569,1,1,114,3,5,18,young,2,male,1,right,2,1160,540,fear,1,y_m_f,young_male_fear,114_y_m_f_a.jpg,7,0.10411311,15,y_m_n,young_male_neutral,114_y_m_n_a.jpg,9,8,0.152699228,22,8,0.749614392000001,108,1.506169658,217
19,2.512596388,362,40.7012851360001,5864,1,1,49,3,5,8,young,2,male,1,left,1,760,540,fear,1,y_m_f,young_male_fear,049_y_m_f_a.jpg,7,0.10411311,15,y_m_n,young_male_neutral,049_y_m_n_a.jpg,9,8,0.152699228,22,8,0.749614392000001,108,1.506169658,217
20,1.880976854,271,42.6933159740001,6151,1,1,16,3,5,3,young,2,male,1,right,2,1160,540,fear,1,y_m_f,young_male_fear,016_y_m_f_a.jpg,7,0.10411311,15,y_m_n,young_male_neutral,016_y_m_n_a.jpg,9,3,0.03470437,5,3,0.235989716,34,1.506169658,217
21,2.193316184,316,44.9629817720001,6478,1,1,87,1,2,14,middle,1,male,1,left,1,760,540,happy,2,m_m_h,middle_male_happy,087_m_m_h_a.jpg,2,0.10411311,15,m_m_n,middle_male_neutral,087_m_m_n_a.jpg,3,4,0.0416452440000001,6,6,0.541388172000001,78,1.506169658,217
22,2.04755783,295,47.1424162080001,6792,1,1,109,3,5,17,young,2,male,1,left,1,760,540,fear,1,y_m_f,young_male_fear,109_y_m_f_a.jpg,7,0.10411311,15,y_m_n,young_male_neutral,109_y_m_n_a.jpg,9,7,0.0971722360000001,14,4,0.340102826,49,1.506169658,217
23,2.144730066,309,49.4329046280001,7122,1,1,48,4,8,7,young,2,female,2,left,1,760,540,happy,2,y_f_h,young_female_happy,048_y_f_h_a.jpg,11,0.10411311,15,y_f_n,young_female_neutral,048_y_f_n_a.jpg,12,7,0.0971722360000001,14,5,0.437275062000001,63,1.506169658,217
24,1.985089964,286,51.8344470320001,7468,1,1,90,4,8,13,young,2,female,2,right,2,1160,540,happy,2,y_f_h,young_female_happy,090_y_f_h_a.jpg,11,0.10411311,15,y_f_n,young_female_neutral,090_y_f_n_a.jpg,12,3,0.03470437,5,4,0.340102826,49,1.506169658,217
25,2.228020554,321,54.1388172000001,7800,1,1,43,2,3,6,middle,1,female,2,left,1,760,540,fear,1,m_f_f,middle_female_fear,043_m_f_f_a.jpg,4,0.10411311,15,m_f_n,middle_female_neutral,043_m_f_n_a.jpg,6,6,0.0763496140000001,11,6,0.541388172000001,78,1.506169658,217
26,2.387660656,344,55.8532130780001,8047,1,1,80,2,3,12,middle,1,female,2,left,1,760,540,fear,1,m_f_f,middle_female_fear,080_m_f_f_a.jpg,4,0.10411311,15,m_f_n,middle_female_neutral,080_m_f_n_a.jpg,6,2,0.027763496,4,8,0.749614392000001,108,1.506169658,217
27,2.373778908,342,57.9979431440001,8356,1,1,8,3,6,1,young,2,male,1,left,1,760,540,happy,2,y_m_h,young_male_happy,008_y_m_h_a.jpg,8,0.10411311,15,y_m_n,young_male_neutral,008_y_m_n_a.jpg,9,1,0.013881748,2,8,0.749614392000001,108,1.506169658,217
28,2.352956286,339,59.8928017460001,8629,1,1,119,3,6,19,young,2,male,1,right,2,1160,540,happy,2,y_m_h,young_male_happy,119_y_m_h_a.jpg,8,0.10411311,15,y_m_n,young_male_neutral,119_y_m_n_a.jpg,9,9,0.201285346,29,6,0.541388172000001,78,1.506169658,217
29,1.679691508,242,61.9403595760001,8924,1,1,93,2,4,14,middle,1,female,2,right,2,1160,540,happy,2,m_f_h,middle_female_happy,093_m_f_h_a.jpg,5,0.10411311,15,m_f_n,middle_female_neutral,093_m_f_n_a.jpg,6,4,0.0416452440000001,6,1,0.027763496,4,1.506169658,217
30,1.887917728,272,64.3419019800001,9270,1,1,64,2,3,10,middle,1,female,2,right,2,1160,540,fear,1,m_f_f,middle_female_fear,064_m_f_f_a.jpg,4,0.10411311,15,m_f_n,middle_female_neutral,064_m_f_n_a.jpg,6,10,0.249871464,36,1,0.027763496,4,1.506169658,217
31,2.200257058,317,65.9938299920001,9508,1,1,69,4,8,10,young,2,female,2,right,2,1160,540,happy,2,y_f_h,young_female_happy,069_y_f_h_a.jpg,11,0.10411311,15,y_f_n,young_female_neutral,069_y_f_n_a.jpg,12,10,0.249871464,36,4,0.340102826,49,1.506169658,217
32,1.894858602,273,67.6596397520001,9748,1,1,56,1,1,8,middle,1,male,1,right,2,1160,540,fear,1,m_m_f,middle_male_fear,056_m_m_f_a.jpg,1,0.10411311,15,m_m_n,middle_male_neutral,056_m_m_n_a.jpg,3,8,0.152699228,22,2,0.131876606,19,1.506169658,217
33,2.089203074,301,69.9501281720001,10078,1,1,32,1,2,4,middle,1,male,1,left,1,760,540,happy,2,m_m_h,middle_male_happy,032_m_m_h_a.jpg,2,0.10411311,15,m_m_n,middle_male_neutral,032_m_m_n_a.jpg,3,4,0.0416452440000001,6,5,0.437275062000001,63,1.506169658,217
34,2.096143948,302,71.9421590100001,10365,1,1,38,1,2,5,middle,1,male,1,left,1,760,540,happy,2,m_m_h,middle_male_happy,038_m_m_h_a.jpg,2,0.10411311,15,m_m_n,middle_male_neutral,038_m_m_n_a.jpg,3,5,0.0485861180000001,7,5,0.437275062000001,63,1.506169658,217
35,1.672750634,241,74.3506422880001,10712,1,1,82,1,2,13,middle,1,male,1,left,1,760,540,happy,2,m_m_h,middle_male_happy,082_m_m_h_a.jpg,2,0.10411311,15,m_m_n,middle_male_neutral,082_m_m_n_a.jpg,3,3,0.03470437,5,1,0.027763496,4,1.506169658,217
36,2.0822622,300,76.3773774960001,11004,1,1,81,3,6,13,young,2,male,1,right,2,1160,540,happy,2,y_m_h,young_male_happy,081_y_m_h_a.jpg,8,0.10411311,15,y_m_n,young_male_neutral,081_y_m_n_a.jpg,9,3,0.03470437,5,5,0.437275062000001,63,1.506169658,217
37,1.97814909,285,78.7303337820001,11343,1,1,13,3,6,2,young,2,male,1,left,1,760,540,happy,2,y_m_h,young_male_happy,013_y_m_h_a.jpg,8,0.10411311,15,y_m_n,young_male_neutral,013_y_m_n_a.jpg,9,2,0.027763496,4,4,0.340102826,49,1.506169658,217
38,1.998971712,288,80.8334186040001,11646,1,1,92,1,1,15,middle,1,male,1,right,2,1160,540,fear,1,m_m_f,middle_male_fear,092_m_m_f_a.jpg,1,0.10411311,15,m_m_n,middle_male_neutral,092_m_m_n_a.jpg,3,5,0.0485861180000001,7,4,0.340102826,49,1.506169658,217
39,1.783804618,257,82.8809764340001,11941,1,1,28,4,8,4,young,2,female,2,left,1,760,540,happy,2,y_f_h,young_female_happy,028_y_f_h_a.jpg,11,0.10411311,15,y_f_n,young_female_neutral,028_y_f_n_a.jpg,12,4,0.0416452440000001,6,2,0.131876606,19,1.506169658,217
40,1.83933161,265,85.4907450580001,12317,1,1,63,4,7,9,young,2,female,2,right,2,1160,540,fear,1,y_f_f,young_female_fear,063_y_f_f_a.jpg,10,0.10411311,15,y_f_n,young_female_neutral,063_y_f_n_a.jpg,12,9,0.201285346,29,1,0.027763496,4,1.506169658,217
41,2.401542404,346,87.6562977460001,12629,2,1,98,4,7,14,young,2,female,2,right,2,1160,540,fear,1,y_f_f,young_female_fear,098_y_f_f_a.jpg,10,0.10411311,15,y_f_n,young_female_neutral,098_y_f_n_a.jpg,12,4,0.0416452440000001,6,8,0.749614392000001,108,1.506169658,217
42,2.179434436,314,90.0439584020001,12973,2,1,14,1,1,2,middle,1,male,1,right,2,1160,540,fear,1,m_m_f,middle_male_fear,014_m_m_f_a.jpg,1,0.10411311,15,m_m_n,middle_male_neutral,014_m_m_n_a.jpg,3,2,0.027763496,4,6,0.541388172000001,78,1.506169658,217
43,2.200257058,317,92.4385599320001,13318,2,1,69,4,8,10,young,2,female,2,left,1,760,540,happy,2,y_f_h,young_female_happy,069_y_f_h_a.jpg,11,0.10411311,15,y_f_n,young_female_neutral,069_y_f_n_a.jpg,12,10,0.249871464,36,4,0.340102826,49,1.506169658,217
44,2.436246774,351,94.5277630060001,13619,2,1,40,4,8,6,young,2,female,2,right,2,1160,540,happy,2,y_f_h,young_female_happy,040_y_f_h_a.jpg,11,0.10411311,15,y_f_n,young_female_neutral,040_y_f_n_a.jpg,12,6,0.0763496140000001,11,8,0.749614392000001,108,1.506169658,217
45,1.714395878,247,96.5267347180001,13907,2,1,106,4,8,16,young,2,female,2,right,2,1160,540,happy,2,y_f_h,young_female_happy,106_y_f_h_a.jpg,11,0.10411311,15,y_f_n,young_female_neutral,106_y_f_n_a.jpg,12,6,0.0763496140000001,11,1,0.027763496,4,1.506169658,217
46,1.94344472,280,98.9629814920001,14258,2,1,63,4,8,9,young,2,female,2,left,1,760,540,happy,2,y_f_h,young_female_happy,063_y_f_h_a.jpg,11,0.10411311,15,y_f_n,young_female_neutral,063_y_f_n_a.jpg,12,9,0.201285346,29,2,0.131876606,19,1.506169658,217
47,2.248843176,324,101.010539322,14553,2,1,115,4,7,17,young,2,female,2,left,1,760,540,fear,1,y_f_f,young_female_fear,115_y_f_f_a.jpg,10,0.10411311,15,y_f_n,young_female_neutral,115_y_f_n_a.jpg,12,7,0.0971722360000001,14,6,0.541388172000001,78,1.506169658,217
48,2.096143948,302,103.4190226,14900,2,1,123,3,5,20,young,2,male,1,right,2,1160,540,fear,1,y_m_f,young_male_fear,123_y_m_f_a.jpg,7,0.10411311,15,y_m_n,young_male_neutral,123_y_m_n_a.jpg,9,10,0.249871464,36,3,0.235989716,34,1.506169658,217
49,1.83933161,265,105.667865776,15224,2,1,116,1,2,19,middle,1,male,1,left,1,760,540,happy,2,m_m_h,middle_male_happy,116_m_m_h_a.jpg,2,0.10411311,15,m_m_n,middle_male_neutral,116_m_m_n_a.jpg,3,9,0.201285346,29,1,0.027763496,4,1.506169658,217
50,2.248843176,324,108.06940818,15570,2,1,61,2,4,9,middle,1,female,2,left,1,760,540,happy,2,m_f_h,middle_female_happy,061_m_f_h_a.jpg,5,0.10411311,15,m_f_n,middle_female_neutral,061_m_f_n_a.jpg,6,9,0.201285346,29,5,0.437275062000001,63,1.506169658,217
51,1.860154232,268,109.929562412,15838,2,1,7,1,2,1,middle,1,male,1,right,2,1160,540,happy,2,m_m_h,middle_male_happy,007_m_m_h_a.jpg,2,0.10411311,15,m_m_n,middle_male_neutral,007_m_m_n_a.jpg,3,1,0.013881748,2,3,0.235989716,34,1.506169658,217
52,1.714395878,247,111.803598392,16108,2,1,45,1,1,6,middle,1,male,1,right,2,1160,540,fear,1,m_m_f,middle_male_fear,045_m_m_f_a.jpg,1,0.10411311,15,m_m_n,middle_male_neutral,045_m_m_n_a.jpg,3,6,0.0763496140000001,11,1,0.027763496,4,1.506169658,217
53,1.790745492,258,113.885860592,16408,2,1,54,4,8,8,young,2,female,2,left,1,760,540,happy,2,y_f_h,young_female_happy,054_y_f_h_a.jpg,11,0.10411311,15,y_f_n,young_female_neutral,054_y_f_n_a.jpg,12,8,0.152699228,22,1,0.027763496,4,1.506169658,217
54,1.756041122,253,116.079176776,16724,2,1,6,2,4,1,middle,1,female,2,left,1,760,540,happy,2,m_f_h,middle_female_happy,006_m_f_h_a.jpg,5,0.10411311,15,m_f_n,middle_female_neutral,006_m_f_n_a.jpg,6,1,0.013881748,2,2,0.131876606,19,1.506169658,217
55,1.714395878,247,117.765809158,16967,2,1,103,2,3,16,middle,1,female,2,left,1,760,540,fear,1,m_f_f,middle_female_fear,103_m_f_f_a.jpg,4,0.10411311,15,m_f_n,middle_female_neutral,103_m_f_n_a.jpg,6,6,0.0763496140000001,11,1,0.027763496,4,1.506169658,217
56,2.269665798,327,120.202055932,17318,2,1,73,2,4,11,middle,1,female,2,right,2,1160,540,happy,2,m_f_h,middle_female_happy,073_m_f_h_a.jpg,5,0.10411311,15,m_f_n,middle_female_neutral,073_m_f_n_a.jpg,6,1,0.013881748,2,7,0.645501282000001,93,1.506169658,217
57,2.061439578,297,122.659125328,17672,2,1,66,3,5,11,young,2,male,1,right,2,1160,540,fear,1,y_m_f,young_male_fear,066_y_m_f_a.jpg,7,0.10411311,15,y_m_n,young_male_neutral,066_y_m_n_a.jpg,9,1,0.013881748,2,5,0.437275062000001,63,1.506169658,217
58,2.075321326,299,124.55398393,17945,2,1,13,3,6,2,young,2,male,1,left,1,760,540,happy,2,y_m_h,young_male_happy,013_y_m_h_a.jpg,8,0.10411311,15,y_m_n,young_male_neutral,013_y_m_n_a.jpg,9,2,0.027763496,4,5,0.437275062000001,63,1.506169658,217
59,1.998971712,288,126.906940216,18284,2,1,38,1,1,5,middle,1,male,1,right,2,1160,540,fear,1,m_m_f,middle_male_fear,038_m_m_f_a.jpg,1,0.10411311,15,m_m_n,middle_male_neutral,038_m_m_n_a.jpg,3,5,0.0485861180000001,7,4,0.340102826,49,1.506169658,217
60,2.026735208,292,129.20436951,18615,2,1,40,4,8,6,young,2,female,2,right,2,1160,540,happy,2,y_f_h,young_female_happy,040_y_f_h_a.jpg,11,0.10411311,15,y_f_n,young_female_neutral,040_y_f_n_a.jpg,12,6,0.0763496140000001,11,4,0.340102826,49,1.506169658,217
61,2.352956286,339,131.064523742,18883,2,1,119,3,5,19,young,2,male,1,left,1,760,540,fear,1,y_m_f,young_male_fear,119_y_m_f_a.jpg,7,0.10411311,15,y_m_n,young_male_neutral,119_y_m_n_a.jpg,9,9,0.201285346,29,6,0.541388172000001,78,1.506169658,217
62,1.790745492,258,132.834446612,19138,2,1,54,4,8,8,young,2,female,2,right,2,1160,540,happy,2,y_f_h,young_female_happy,054_y_f_h_a.jpg,11,0.10411311,15,y_f_n,young_female_neutral,054_y_f_n_a.jpg,12,8,0.152699228,22,1,0.027763496,4,1.506169658,217
63,2.123907444,306,134.916708812,19438,2,1,103,2,4,16,middle,1,female,2,right,2,1160,540,happy,2,m_f_h,middle_female_happy,103_m_f_h_a.jpg,5,0.10411311,15,m_f_n,middle_female_neutral,103_m_f_n_a.jpg,6,6,0.0763496140000001,11,5,0.437275062000001,63,1.506169658,217
64,1.887917728,272,137.318251216,19784,2,1,25,3,5,4,young,2,male,1,right,2,1160,540,fear,1,y_m_f,young_male_fear,025_y_m_f_a.jpg,7,0.10411311,15,y_m_n,young_male_neutral,025_y_m_n_a.jpg,9,4,0.0416452440000001,6,3,0.235989716,34,1.506169658,217
65,1.83933161,265,139.414395164,20086,2,1,104,1,1,17,middle,1,male,1,left,1,760,540,fear,1,m_m_f,middle_male_fear,104_m_m_f_a.jpg,1,0.10411311,15,m_m_n,middle_male_neutral,104_m_m_n_a.jpg,3,7,0.0971722360000001,14,2,0.131876606,19,1.506169658,217
66,1.998971712,288,141.850641938,20437,2,1,108,1,2,18,middle,1,male,1,left,1,760,540,happy,2,m_m_h,middle_male_happy,108_m_m_h_a.jpg,2,0.10411311,15,m_m_n,middle_male_neutral,108_m_m_n_a.jpg,3,8,0.152699228,22,3,0.235989716,34,1.506169658,217
67,1.83933161,265,144.307711334,20791,2,1,41,3,6,7,young,2,male,1,right,2,1160,540,happy,2,y_m_h,young_male_happy,041_y_m_h_a.jpg,8,0.10411311,15,y_m_n,young_male_neutral,041_y_m_n_a.jpg,9,7,0.0971722360000001,14,2,0.131876606,19,1.506169658,217
68,2.15167094,310,146.507968392,21108,2,1,61,2,4,9,middle,1,female,2,left,1,760,540,happy,2,m_f_h,middle_female_happy,061_m_f_h_a.jpg,5,0.10411311,15,m_f_n,middle_female_neutral,061_m_f_n_a.jpg,6,9,0.201285346,29,4,0.340102826,49,1.506169658,217
69,2.457069396,354,149.069150898,21477,2,1,132,4,8,19,young,2,female,2,right,2,1160,540,happy,2,y_f_h,young_female_happy,132_y_f_h_a.jpg,11,0.10411311,15,y_f_n,young_female_neutral,132_y_f_n_a.jpg,12,9,0.201285346,29,7,0.645501282000001,93,1.506169658,217
70,1.87403598,270,151.165294846,21779,2,1,77,1,2,12,middle,1,male,1,right,2,1160,540,happy,2,m_m_h,middle_male_happy,077_m_m_h_a.jpg,2,0.10411311,15,m_m_n,middle_male_neutral,077_m_m_n_a.jpg,3,2,0.027763496,4,3,0.235989716,34,1.506169658,217
71,1.894858602,273,153.025449078,22047,2,1,125,4,8,18,young,2,female,2,right,2,1160,540,happy,2,y_f_h,young_female_happy,125_y_f_h_a.jpg,11,0.10411311,15,y_f_n,young_female_neutral,125_y_f_n_a.jpg,12,8,0.152699228,22,2,0.131876606,19,1.506169658,217
72,2.096143948,302,155.003598168,22332,2,1,62,3,5,10,young,2,male,1,left,1,760,540,fear,1,y_m_f,young_male_fear,062_y_m_f_a.jpg,7,0.10411311,15,y_m_n,young_male_neutral,062_y_m_n_a.jpg,9,10,0.249871464,36,3,0.235989716,34,1.506169658,217
73,2.408483278,347,156.676348802,22573,2,1,34,4,7,5,young,2,female,2,left,1,760,540,fear,1,y_f_f,young_female_fear,034_y_f_f_a.jpg,10,0.10411311,15,y_f_n,young_female_neutral,034_y_f_n_a.jpg,12,5,0.0485861180000001,7,8,0.749614392000001,108,1.506169658,217
74,2.401542404,346,158.56426653,22845,2,1,134,4,8,20,young,2,female,2,left,1,760,540,happy,2,y_f_h,young_female_happy,134_y_f_h_a.jpg,11,0.10411311,15,y_f_n,young_female_neutral,134_y_f_n_a.jpg,12,10,0.249871464,36,6,0.541388172000001,78,1.506169658,217
75,2.04755783,295,160.250898912,23088,2,1,61,2,3,9,middle,1,female,2,left,1,760,540,fear,1,m_f_f,middle_female_fear,061_m_f_f_a.jpg,4,0.10411311,15,m_f_n,middle_female_neutral,061_m_f_n_a.jpg,6,9,0.201285346,29,3,0.235989716,34,1.506169658,217
76,2.18637531,315,162.478919466,23409,2,1,84,2,4,13,middle,1,female,2,right,2,1160,540,happy,2,m_f_h,middle_female_happy,084_m_f_h_a.jpg,5,0.10411311,15,m_f_n,middle_female_neutral,084_m_f_n_a.jpg,6,3,0.03470437,5,6,0.541388172000001,78,1.506169658,217
77,2.609768624,376,164.727762642,23733,2,1,62,3,5,10,young,2,male,1,right,2,1160,540,fear,1,y_m_f,young_male_fear,062_y_m_f_a.jpg,7,0.10411311,15,y_m_n,young_male_neutral,062_y_m_n_a.jpg,9,10,0.249871464,36,8,0.749614392000001,108,1.506169658,217
78,2.103084822,303,166.726734354,24021,2,1,54,4,7,8,young,2,female,2,left,1,760,540,fear,1,y_f_f,young_female_fear,054_y_f_f_a.jpg,10,0.10411311,15,y_f_n,young_female_neutral,054_y_f_n_a.jpg,12,8,0.152699228,22,4,0.340102826,49,1.506169658,217
79,1.66580976,240,168.566065964,24286,2,1,20,4,8,2,young,2,female,2,right,2,1160,540,happy,2,y_f_h,young_female_happy,020_y_f_h_a.jpg,11,0.10411311,15,y_f_n,young_female_neutral,020_y_f_n_a.jpg,12,2,0.027763496,4,1,0.027763496,4,1.506169658,217
80,2.103084822,303,170.662209912,24588,2,1,108,1,1,18,middle,1,male,1,right,2,1160,540,fear,1,m_m_f,middle_male_fear,108_m_m_f_a.jpg,1,0.10411311,15,m_m_n,middle_male_neutral,108_m_m_n_a.jpg,3,8,0.152699228,22,4,0.340102826,49,1.506169658,217
81,2.096143948,302,172.626477254,24871,3,2,126,1,2,20,middle,1,male,1,left,1,760,540,happy,2,m_m_h,middle_male_happy,126_m_m_h_a.jpg,2,0.10411311,15,m_m_n,middle_male_neutral,126_m_m_n_a.jpg,3,10,0.249871464,36,3,0.235989716,34,1.506169658,217
82,1.83933161,265,174.80591169,25185,3,2,117,2,4,19,middle,1,female,2,left,1,760,540,happy,2,m_f_h,middle_female_happy,117_m_f_h_a.jpg,5,0.10411311,15,m_f_n,middle_female_neutral,117_m_f_n_a.jpg,6,9,0.201285346,29,1,0.027763496,4,1.506169658,217
83,2.512596388,362,176.686888544,25456,3,2,108,1,1,18,middle,1,male,1,right,2,1160,540,fear,1,m_m_f,middle_male_fear,108_m_m_f_a.jpg,1,0.10411311,15,m_m_n,middle_male_neutral,108_m_m_n_a.jpg,3,8,0.152699228,22,8,0.749614392000001,108,1.506169658,217
84,1.87403598,270,178.470693162,25713,3,2,13,3,5,2,young,2,male,1,left,1,760,540,fear,1,y_m_f,young_male_fear,013_y_m_f_a.jpg,7,0.10411311,15,y_m_n,young_male_neutral,013_y_m_n_a.jpg,9,2,0.027763496,4,3,0.235989716,34,1.506169658,217
85,2.29048842,330,180.67095022,26030,3,2,84,2,4,13,middle,1,female,2,right,2,1160,540,happy,2,m_f_h,middle_female_happy,084_m_f_h_a.jpg,5,0.10411311,15,m_f_n,middle_female_neutral,084_m_f_n_a.jpg,6,3,0.03470437,5,7,0.645501282000001,93,1.506169658,217
86,2.248843176,324,183.107196994,26381,3,2,104,1,2,17,middle,1,male,1,right,2,1160,540,happy,2,m_m_h,middle_male_happy,104_m_m_h_a.jpg,2,0.10411311,15,m_m_n,middle_male_neutral,104_m_m_n_a.jpg,3,7,0.0971722360000001,14,6,0.541388172000001,78,1.506169658,217
87,1.776863744,256,185.35604017,26705,3,2,84,2,3,13,middle,1,female,2,left,1,760,540,fear,1,m_f_f,middle_female_fear,084_m_f_f_a.jpg,4,0.10411311,15,m_f_n,middle_female_neutral,084_m_f_n_a.jpg,6,3,0.03470437,5,2,0.131876606,19,1.506169658,217
88,2.269665798,327,187.660410338,27037,3,2,10,4,8,1,young,2,female,2,right,2,1160,540,happy,2,y_f_h,young_female_happy,010_y_f_h_a.jpg,11,0.10411311,15,y_f_n,young_female_neutral,010_y_f_n_a.jpg,12,1,0.013881748,2,7,0.645501282000001,93,1.506169658,217
89,2.061439578,297,189.909253514,27361,3,2,66,3,6,11,young,2,male,1,right,2,1160,540,happy,2,y_m_h,young_male_happy,066_y_m_h_a.jpg,8,0.10411311,15,y_m_n,young_male_neutral,066_y_m_n_a.jpg,9,1,0.013881748,2,5,0.437275062000001,63,1.506169658,217
