trial_number,trial_time_secs,trial_time_frames,cum_trial_time_secs,cum_trial_time_frames,block_number,run_number,image_number,image_ref,image_age,image_age_ref,image_sex,image_sex_ref,location_name,location,target_emotion,target_emotion_ref,target_id,target_fullid,target_imagename,mask_secs,mask_frames,mask_id,mask_fullid,mask_imagename,soa_ref,soa_secs,soa_frames,jitter_ref,jitter_secs,jitter_frames,response_secs,response_frames,responsetime,responsekey,responsecorrect
155,2.1,252,317.683333333333,38122,4,2,71,11,young,2,female,2,right,2,fear,1,y_f_f,young_female_fear,071_y_f_f_a.jpg,0.1,12,y_f_n,young_female_neutral,071_y_f_n_a.jpg,1,0.0166666666666667,2,6,0.483333333333333,58,1.5,180,NaN,NaN,NaN
156,2.30833333333333,277,319.933333333333,38392,4,2,87,14,middle,1,male,1,left,1,fear,1,m_m_f,middle_male_fear,087_m_m_f_a.jpg,0.1,12,m_m_n,middle_male_neutral,087_m_m_n_a.jpg,4,0.0416666666666667,5,8,0.666666666666667,80,1.5,180,NaN,NaN,NaN
157,2.30833333333333,277,321.933333333333,38632,4,2,32,4,middle,1,male,1,left,1,fear,1,m_m_f,middle_male_fear,032_m_m_f_a.jpg,0.1,12,m_m_n,middle_male_neutral,032_m_m_n_a.jpg,4,0.0416666666666667,5,8,0.666666666666667,80,1.5,180,NaN,NaN,NaN
158,1.64166666666667,197,324.166666666667,38900,4,2,70,11,middle,1,male,1,right,2,fear,1,m_m_f,middle_male_fear,070_m_m_f_a.jpg,0.1,12,m_m_n,middle_male_neutral,070_m_m_n_a.jpg,1,0.0166666666666667,2,1,0.025,3,1.5,180,NaN,NaN,NaN
159,2.33333333333333,280,326.541666666667,39185,4,2,134,20,young,2,female,2,right,2,fear,1,y_f_f,young_female_fear,134_y_f_f_a.jpg,0.1,12,y_f_n,young_female_neutral,134_y_f_n_a.jpg,10,0.25,30,6,0.483333333333333,58,1.5,180,NaN,NaN,NaN
160,1.91666666666667,230,328.6,39432,4,2,63,9,young,2,female,2,left,1,happy,2,y_f_h,young_female_happy,063_y_f_h_a.jpg,0.1,12,y_f_n,young_female_neutral,063_y_f_n_a.jpg,9,0.2,24,2,0.116666666666667,14,1.5,180,NaN,NaN,NaN
161,1.85,222,330.241666666667,39629,5,3,89,14,young,2,male,1,left,1,happy,2,y_m_h,young_male_happy,089_y_m_h_a.jpg,0.1,12,y_m_n,young_male_neutral,089_y_m_n_a.jpg,4,0.0416666666666667,5,3,0.208333333333333,25,1.5,180,NaN,NaN,NaN
162,2.24166666666667,269,332.533333333333,39904,5,3,126,20,middle,1,male,1,right,2,happy,2,m_m_h,middle_male_happy,126_m_m_h_a.jpg,0.1,12,m_m_n,middle_male_neutral,126_m_m_n_a.jpg,10,0.25,30,5,0.391666666666667,47,1.5,180,NaN,NaN,NaN
163,2.18333333333333,262,334.375,40125,5,3,48,7,young,2,female,2,right,2,fear,1,y_f_f,young_female_fear,048_y_f_f_a.jpg,0.1,12,y_f_n,young_female_neutral,048_y_f_n_a.jpg,7,0.1,12,6,0.483333333333333,58,1.5,180,NaN,NaN,NaN
164,2.19166666666667,263,336.225,40347,5,3,58,9,middle,1,male,1,left,1,happy,2,m_m_h,middle_male_happy,058_m_m_h_a.jpg,0.1,12,m_m_n,middle_male_neutral,058_m_m_n_a.jpg,9,0.2,24,5,0.391666666666667,47,1.5,180,NaN,NaN,NaN
165,1.825,219,338.45,40614,5,3,70,11,middle,1,male,1,left,1,happy,2,m_m_h,middle_male_happy,070_m_m_h_a.jpg,0.1,12,m_m_n,middle_male_neutral,070_m_m_n_a.jpg,1,0.0166666666666667,2,3,0.208333333333333,25,1.5,180,NaN,NaN,NaN
166,1.875,225,340.791666666667,40895,5,3,123,20,young,2,male,1,right,2,happy,2,y_m_h,young_male_happy,123_y_m_h_a.jpg,0.1,12,y_m_n,young_male_neutral,123_y_m_n_a.jpg,10,0.25,30,1,0.025,3,1.5,180,NaN,NaN,NaN
167,1.775,213,342.883333333333,41146,5,3,52,8,middle,1,female,2,left,1,happy,2,m_f_h,middle_female_happy,052_m_f_h_a.jpg,0.1,12,m_f_n,middle_female_neutral,052_m_f_n_a.jpg,8,0.15,18,1,0.025,3,1.5,180,NaN,NaN,NaN
168,2.30833333333333,277,345.116666666667,41414,5,3,25,4,young,2,male,1,right,2,happy,2,y_m_h,young_male_happy,025_y_m_h_a.jpg,0.1,12,y_m_n,young_male_neutral,025_y_m_n_a.jpg,4,0.0416666666666667,5,8,0.666666666666667,80,1.5,180,NaN,NaN,NaN
169,1.65,198,347.583333333333,41710,5,3,20,2,young,2,female,2,right,2,fear,1,y_f_f,young_female_fear,020_y_f_f_a.jpg,0.1,12,y_f_n,young_female_neutral,020_y_f_n_a.jpg,2,0.025,3,1,0.025,3,1.5,180,NaN,NaN,NaN
170,2.025,243,350.1,42012,5,3,16,3,young,2,male,1,right,2,happy,2,y_m_h,young_male_happy,016_y_m_h_a.jpg,0.1,12,y_m_n,young_male_neutral,016_y_m_n_a.jpg,3,0.0333333333333333,4,5,0.391666666666667,47,1.5,180,NaN,NaN,NaN
171,1.76666666666667,212,352.108333333333,42253,5,3,101,15,young,2,female,2,right,2,fear,1,y_f_f,young_female_fear,101_y_f_f_a.jpg,0.1,12,y_f_n,young_female_neutral,101_y_f_n_a.jpg,5,0.05,6,2,0.116666666666667,14,1.5,180,NaN,NaN,NaN
172,2.28333333333333,274,353.758333333333,42451,5,3,117,19,middle,1,female,2,left,1,fear,1,m_f_f,middle_female_fear,117_m_f_f_a.jpg,0.1,12,m_f_n,middle_female_neutral,117_m_f_n_a.jpg,9,0.2,24,6,0.483333333333333,58,1.5,180,NaN,NaN,NaN
173,2.29166666666667,275,356.058333333333,42727,5,3,85,12,young,2,female,2,left,1,fear,1,y_f_f,young_female_fear,085_y_f_f_a.jpg,0.1,12,y_f_n,young_female_neutral,085_y_f_n_a.jpg,2,0.025,3,8,0.666666666666667,80,1.5,180,NaN,NaN,NaN
174,1.75833333333333,211,358.091666666667,42971,5,3,98,14,young,2,female,2,left,1,happy,2,y_f_h,young_female_happy,098_y_f_h_a.jpg,0.1,12,y_f_n,young_female_neutral,098_y_f_n_a.jpg,4,0.0416666666666667,5,2,0.116666666666667,14,1.5,180,NaN,NaN,NaN
175,2.19166666666667,263,360.041666666667,43205,5,3,71,11,young,2,female,2,right,2,happy,2,y_f_h,young_female_happy,071_y_f_h_a.jpg,0.1,12,y_f_n,young_female_neutral,071_y_f_n_a.jpg,1,0.0166666666666667,2,7,0.575,69,1.5,180,NaN,NaN,NaN
176,2.00833333333333,241,362.108333333333,43453,5,3,58,9,middle,1,male,1,right,2,fear,1,m_m_f,middle_male_fear,058_m_m_f_a.jpg,0.1,12,m_m_n,middle_male_neutral,058_m_m_n_a.jpg,9,0.2,24,3,0.208333333333333,25,1.5,180,NaN,NaN,NaN
177,2.28333333333333,274,364.108333333333,43693,5,3,6,1,middle,1,female,2,left,1,happy,2,m_f_h,middle_female_happy,006_m_f_h_a.jpg,0.1,12,m_f_n,middle_female_neutral,006_m_f_n_a.jpg,1,0.0166666666666667,2,8,0.666666666666667,80,1.5,180,NaN,NaN,NaN
178,1.84166666666667,221,366.525,43983,5,3,19,3,middle,1,female,2,left,1,happy,2,m_f_h,middle_female_happy,019_m_f_h_a.jpg,0.1,12,m_f_n,middle_female_neutral,019_m_f_n_a.jpg,3,0.0333333333333333,4,3,0.208333333333333,25,1.5,180,NaN,NaN,NaN
179,2.25,270,368.716666666667,44246,5,3,105,16,young,2,male,1,right,2,happy,2,y_m_h,young_male_happy,105_y_m_h_a.jpg,0.1,12,y_m_n,young_male_neutral,105_y_m_n_a.jpg,6,0.075,9,7,0.575,69,1.5,180,NaN,NaN,NaN
180,1.88333333333333,226,370.775,44493,5,3,37,6,young,2,male,1,right,2,happy,2,y_m_h,young_male_happy,037_y_m_h_a.jpg,0.1,12,y_m_n,young_male_neutral,037_y_m_n_a.jpg,6,0.075,9,3,0.208333333333333,25,1.5,180,NaN,NaN,NaN
181,1.775,213,372.691666666667,44723,5,3,125,18,young,2,female,2,right,2,fear,1,y_f_f,young_female_fear,125_y_f_f_a.jpg,0.1,12,y_f_n,young_female_neutral,125_y_f_n_a.jpg,8,0.15,18,1,0.025,3,1.5,180,NaN,NaN,NaN
182,2.2,264,374.525,44943,5,3,11,2,middle,1,female,2,left,1,happy,2,m_f_h,middle_female_happy,011_m_f_h_a.jpg,0.1,12,m_f_n,middle_female_neutral,011_m_f_n_a.jpg,2,0.025,3,7,0.575,69,1.5,180,NaN,NaN,NaN
183,1.73333333333333,208,376.825,45219,5,3,73,11,middle,1,female,2,right,2,fear,1,m_f_f,middle_female_fear,073_m_f_f_a.jpg,0.1,12,m_f_n,middle_female_neutral,073_m_f_n_a.jpg,1,0.0166666666666667,2,2,0.116666666666667,14,1.5,180,NaN,NaN,NaN
184,2.33333333333333,280,378.583333333333,45430,5,3,68,10,middle,1,male,1,right,2,fear,1,m_m_f,middle_male_fear,068_m_m_f_a.jpg,0.1,12,m_m_n,middle_male_neutral,068_m_m_n_a.jpg,10,0.25,30,6,0.483333333333333,58,1.5,180,NaN,NaN,NaN
185,2.15,258,380.258333333333,45631,5,3,69,10,young,2,female,2,right,2,fear,1,y_f_f,young_female_fear,069_y_f_f_a.jpg,0.1,12,y_f_n,young_female_neutral,069_y_f_n_a.jpg,10,0.25,30,4,0.3,36,1.5,180,NaN,NaN,NaN
186,2.19166666666667,263,381.958333333333,45835,5,3,61,9,middle,1,female,2,left,1,fear,1,m_f_f,middle_female_fear,061_m_f_f_a.jpg,0.1,12,m_f_n,middle_female_neutral,061_m_f_n_a.jpg,9,0.2,24,5,0.391666666666667,47,1.5,180,NaN,NaN,NaN
187,1.95,234,383.775,46053,5,3,35,5,middle,1,female,2,left,1,happy,2,m_f_h,middle_female_happy,035_m_f_h_a.jpg,0.1,12,m_f_n,middle_female_neutral,035_m_f_n_a.jpg,5,0.05,6,4,0.3,36,1.5,180,NaN,NaN,NaN
188,2.20833333333333,265,386.191666666667,46343,5,3,81,13,young,2,male,1,left,1,fear,1,y_m_f,young_male_fear,081_y_m_f_a.jpg,0.1,12,y_m_n,young_male_neutral,081_y_m_n_a.jpg,3,0.0333333333333333,4,7,0.575,69,1.5,180,NaN,NaN,NaN
189,2.325,279,388.108333333333,46573,5,3,113,18,middle,1,female,2,left,1,fear,1,m_f_f,middle_female_fear,113_m_f_f_a.jpg,0.1,12,m_f_n,middle_female_neutral,113_m_f_n_a.jpg,8,0.15,18,7,0.575,69,1.5,180,NaN,NaN,NaN
190,2.00833333333333,241,390.166666666667,46820,5,3,8,1,young,2,male,1,left,1,happy,2,y_m_h,young_male_happy,008_y_m_h_a.jpg,0.1,12,y_m_n,young_male_neutral,008_y_m_n_a.jpg,1,0.0166666666666667,2,5,0.391666666666667,47,1.5,180,NaN,NaN,NaN
191,2.3,276,391.991666666667,47039,5,3,81,13,young,2,male,1,left,1,fear,1,y_m_f,young_male_fear,081_y_m_f_a.jpg,0.1,12,y_m_n,young_male_neutral,081_y_m_n_a.jpg,3,0.0333333333333333,4,8,0.666666666666667,80,1.5,180,NaN,NaN,NaN
192,2.36666666666667,284,393.733333333333,47248,5,3,51,7,middle,1,male,1,right,2,happy,2,m_m_h,middle_male_happy,051_m_m_h_a.jpg,0.1,12,m_m_n,middle_male_neutral,051_m_m_n_a.jpg,7,0.1,12,8,0.666666666666667,80,1.5,180,NaN,NaN,NaN
193,2.04166666666667,245,395.941666666667,47513,5,3,101,15,young,2,female,2,right,2,fear,1,y_f_f,young_female_fear,101_y_f_f_a.jpg,0.1,12,y_f_n,young_female_neutral,101_y_f_n_a.jpg,5,0.05,6,5,0.391666666666667,47,1.5,180,NaN,NaN,NaN
194,2.00833333333333,241,397.7,47724,5,3,116,19,middle,1,male,1,left,1,fear,1,m_m_f,middle_male_fear,116_m_m_f_a.jpg,0.1,12,m_m_n,middle_male_neutral,116_m_m_n_a.jpg,9,0.2,24,3,0.208333333333333,25,1.5,180,NaN,NaN,NaN
195,2.03333333333333,244,399.375,47925,5,3,93,14,middle,1,female,2,right,2,fear,1,m_f_f,middle_female_fear,093_m_f_f_a.jpg,0.1,12,m_f_n,middle_female_neutral,093_m_f_n_a.jpg,4,0.0416666666666667,5,5,0.391666666666667,47,1.5,180,NaN,NaN,NaN
196,2.33333333333333,280,401.533333333333,48184,5,3,122,20,middle,1,female,2,left,1,fear,1,m_f_f,middle_female_fear,122_m_f_f_a.jpg,0.1,12,m_f_n,middle_female_neutral,122_m_f_n_a.jpg,10,0.25,30,6,0.483333333333333,58,1.5,180,NaN,NaN,NaN
197,1.675,201,403.808333333333,48457,5,3,31,5,young,2,male,1,right,2,fear,1,y_m_f,young_male_fear,031_y_m_f_a.jpg,0.1,12,y_m_n,young_male_neutral,031_y_m_n_a.jpg,5,0.05,6,1,0.025,3,1.5,180,NaN,NaN,NaN
198,2.20833333333333,265,406.133333333333,48736,5,3,82,13,middle,1,male,1,right,2,fear,1,m_m_f,middle_male_fear,082_m_m_f_a.jpg,0.1,12,m_m_n,middle_male_neutral,082_m_m_n_a.jpg,3,0.0333333333333333,4,7,0.575,69,1.5,180,NaN,NaN,NaN
199,1.925,231,408.416666666667,49010,5,3,80,12,middle,1,female,2,left,1,happy,2,m_f_h,middle_female_happy,080_m_f_h_a.jpg,0.1,12,m_f_n,middle_female_neutral,080_m_f_n_a.jpg,2,0.025,3,4,0.3,36,1.5,180,NaN,NaN,NaN
200,2.3,276,410.291666666667,49235,5,3,26,3,middle,1,male,1,left,1,happy,2,m_m_h,middle_male_happy,026_m_m_h_a.jpg,0.1,12,m_m_n,middle_male_neutral,026_m_m_n_a.jpg,3,0.0333333333333333,4,8,0.666666666666667,80,1.5,180,NaN,NaN,NaN
201,2.33333333333333,280,412.575,49509,6,3,68,10,middle,1,male,1,left,1,happy,2,m_m_h,middle_male_happy,068_m_m_h_a.jpg,0.1,12,m_m_n,middle_male_neutral,068_m_m_n_a.jpg,10,0.25,30,6,0.483333333333333,58,1.5,180,NaN,NaN,NaN
202,2.34166666666667,281,414.5,49740,6,3,106,16,young,2,female,2,right,2,fear,1,y_f_f,young_female_fear,106_y_f_f_a.jpg,0.1,12,y_f_n,young_female_neutral,106_y_f_n_a.jpg,6,0.075,9,8,0.666666666666667,80,1.5,180,NaN,NaN,NaN
203,1.74166666666667,209,416.525,49983,6,3,80,12,middle,1,female,2,right,2,fear,1,m_f_f,middle_female_fear,080_m_f_f_a.jpg,0.1,12,m_f_n,middle_female_neutral,080_m_f_n_a.jpg,2,0.025,3,2,0.116666666666667,14,1.5,180,NaN,NaN,NaN
204,1.775,213,418.191666666667,50183,6,3,49,8,young,2,male,1,right,2,happy,2,y_m_h,young_male_happy,049_y_m_h_a.jpg,0.1,12,y_m_n,young_male_neutral,049_y_m_n_a.jpg,8,0.15,18,1,0.025,3,1.5,180,NaN,NaN,NaN
205,1.84166666666667,221,420.508333333333,50461,6,3,90,13,young,2,female,2,left,1,happy,2,y_f_h,young_female_happy,090_y_f_h_a.jpg,0.1,12,y_f_n,young_female_neutral,090_y_f_n_a.jpg,3,0.0333333333333333,4,3,0.208333333333333,25,1.5,180,NaN,NaN,NaN
206,2.05833333333333,247,422.391666666667,50687,6,3,122,20,middle,1,female,2,right,2,happy,2,m_f_h,middle_female_happy,122_m_f_h_a.jpg,0.1,12,m_f_n,middle_female_neutral,122_m_f_n_a.jpg,10,0.25,30,3,0.208333333333333,25,1.5,180,NaN,NaN,NaN
207,2.46666666666667,296,424.208333333333,50905,6,3,119,19,young,2,male,1,right,2,happy,2,y_m_h,young_male_happy,119_y_m_h_a.jpg,0.1,12,y_m_n,young_male_neutral,119_y_m_n_a.jpg,9,0.2,24,8,0.666666666666667,80,1.5,180,NaN,NaN,NaN
208,2.025,243,425.983333333333,51118,6,3,22,3,young,2,female,2,right,2,fear,1,y_f_f,young_female_fear,022_y_f_f_a.jpg,0.1,12,y_f_n,young_female_neutral,022_y_f_n_a.jpg,3,0.0333333333333333,4,5,0.391666666666667,47,1.5,180,NaN,NaN,NaN
209,1.64166666666667,197,428.45,51414,6,3,8,1,young,2,male,1,left,1,fear,1,y_m_f,young_male_fear,008_y_m_f_a.jpg,0.1,12,y_m_n,young_male_neutral,008_y_m_n_a.jpg,1,0.0166666666666667,2,1,0.025,3,1.5,180,NaN,NaN,NaN
210,2.225,267,430.6,51672,6,3,31,5,young,2,male,1,right,2,happy,2,y_m_h,young_male_happy,031_y_m_h_a.jpg,0.1,12,y_m_n,young_male_neutral,031_y_m_n_a.jpg,5,0.05,6,7,0.575,69,1.5,180,NaN,NaN,NaN
211,2.325,279,432.608333333333,51913,6,3,56,8,middle,1,male,1,left,1,happy,2,m_m_h,middle_male_happy,056_m_m_h_a.jpg,0.1,12,m_m_n,middle_male_neutral,056_m_m_n_a.jpg,8,0.15,18,7,0.575,69,1.5,180,NaN,NaN,NaN
212,2.225,267,434.625,52155,6,3,34,5,young,2,female,2,right,2,happy,2,y_f_h,young_female_happy,034_y_f_h_a.jpg,0.1,12,y_f_n,young_female_neutral,034_y_f_n_a.jpg,5,0.05,6,7,0.575,69,1.5,180,NaN,NaN,NaN
213,1.84166666666667,221,436.65,52398,6,3,19,3,middle,1,female,2,left,1,fear,1,m_f_f,middle_female_fear,019_m_f_f_a.jpg,0.1,12,m_f_n,middle_female_neutral,019_m_f_n_a.jpg,3,0.0333333333333333,4,3,0.208333333333333,25,1.5,180,NaN,NaN,NaN
214,2.225,267,438.866666666666,52664,6,3,35,5,middle,1,female,2,left,1,fear,1,m_f_f,middle_female_fear,035_m_f_f_a.jpg,0.1,12,m_f_n,middle_female_neutral,035_m_f_n_a.jpg,5,0.05,6,7,0.575,69,1.5,180,NaN,NaN,NaN
215,2.375,285,440.541666666666,52865,6,3,132,19,young,2,female,2,right,2,fear,1,y_f_f,young_female_fear,132_y_f_f_a.jpg,0.1,12,y_f_n,young_female_neutral,132_y_f_n_a.jpg,9,0.2,24,7,0.575,69,1.5,180,NaN,NaN,NaN
216,1.95,234,442.241666666666,53069,6,3,99,15,young,2,male,1,left,1,fear,1,y_m_f,young_male_fear,099_y_m_f_a.jpg,0.1,12,y_m_n,young_male_neutral,099_y_m_n_a.jpg,5,0.05,6,4,0.3,36,1.5,180,NaN,NaN,NaN
217,2.28333333333333,274,444.241666666666,53309,6,3,63,9,young,2,female,2,left,1,fear,1,y_f_f,young_female_fear,063_y_f_f_a.jpg,0.1,12,y_f_n,young_female_neutral,063_y_f_n_a.jpg,9,0.2,24,6,0.483333333333333,58,1.5,180,NaN,NaN,NaN
218,1.975,237,446.291666666666,53555,6,3,43,6,middle,1,female,2,left,1,happy,2,m_f_h,middle_female_happy,043_m_f_h_a.jpg,0.1,12,m_f_n,middle_female_neutral,043_m_f_n_a.jpg,6,0.075,9,4,0.3,36,1.5,180,NaN,NaN,NaN
219,2.18333333333333,262,448.575,53829,6,3,50,7,middle,1,female,2,left,1,fear,1,m_f_f,middle_female_fear,050_m_f_f_a.jpg,0.1,12,m_f_n,middle_female_neutral,050_m_f_n_a.jpg,7,0.1,12,6,0.483333333333333,58,1.5,180,NaN,NaN,NaN
220,2.28333333333333,274,450.45,54054,6,3,58,9,middle,1,male,1,left,1,fear,1,m_m_f,middle_male_fear,058_m_m_f_a.jpg,0.1,12,m_m_n,middle_male_neutral,058_m_m_n_a.jpg,9,0.2,24,6,0.483333333333333,58,1.5,180,NaN,NaN,NaN
221,2.33333333333333,280,452.458333333333,54295,6,3,62,10,young,2,male,1,left,1,happy,2,y_m_h,young_male_happy,062_y_m_h_a.jpg,0.1,12,y_m_n,young_male_neutral,062_y_m_n_a.jpg,10,0.25,30,6,0.483333333333333,58,1.5,180,NaN,NaN,NaN
222,2.375,285,454.475,54537,6,3,117,19,middle,1,female,2,right,2,happy,2,m_f_h,middle_female_happy,117_m_f_h_a.jpg,0.1,12,m_f_n,middle_female_neutral,117_m_f_n_a.jpg,9,0.2,24,7,0.575,69,1.5,180,NaN,NaN,NaN
223,2.225,267,456.683333333333,54802,6,3,31,5,young,2,male,1,left,1,fear,1,y_m_f,young_male_fear,031_y_m_f_a.jpg,0.1,12,y_m_n,young_male_neutral,031_y_m_n_a.jpg,5,0.05,6,7,0.575,69,1.5,180,NaN,NaN,NaN
224,2.15,258,458.991666666666,55079,6,3,62,10,young,2,male,1,left,1,happy,2,y_m_h,young_male_happy,062_y_m_h_a.jpg,0.1,12,y_m_n,young_male_neutral,062_y_m_n_a.jpg,10,0.25,30,4,0.3,36,1.5,180,NaN,NaN,NaN
225,2.00833333333333,241,461.216666666666,55346,6,3,116,19,middle,1,male,1,right,2,fear,1,m_m_f,middle_male_fear,116_m_m_f_a.jpg,0.1,12,m_m_n,middle_male_neutral,116_m_m_n_a.jpg,9,0.2,24,3,0.208333333333333,25,1.5,180,NaN,NaN,NaN
226,1.75833333333333,211,462.916666666666,55550,6,3,29,4,middle,1,female,2,left,1,happy,2,m_f_h,middle_female_happy,029_m_f_h_a.jpg,0.1,12,m_f_n,middle_female_neutral,029_m_f_n_a.jpg,4,0.0416666666666667,5,2,0.116666666666667,14,1.5,180,NaN,NaN,NaN
227,1.73333333333333,208,464.733333333333,55768,6,3,71,11,young,2,female,2,left,1,fear,1,y_f_f,young_female_fear,071_y_f_f_a.jpg,0.1,12,y_f_n,young_female_neutral,071_y_f_n_a.jpg,1,0.0166666666666667,2,2,0.116666666666667,14,1.5,180,NaN,NaN,NaN
228,2.19166666666667,263,466.6,55992,6,3,10,1,young,2,female,2,right,2,fear,1,y_f_f,young_female_fear,010_y_f_f_a.jpg,0.1,12,y_f_n,young_female_neutral,010_y_f_n_a.jpg,1,0.0166666666666667,2,7,0.575,69,1.5,180,NaN,NaN,NaN
229,2.34166666666667,281,468.608333333333,56233,6,3,94,16,middle,1,male,1,right,2,happy,2,m_m_h,middle_male_happy,094_m_m_h_a.jpg,0.1,12,m_m_n,middle_male_neutral,094_m_m_n_a.jpg,6,0.075,9,8,0.666666666666667,80,1.5,180,NaN,NaN,NaN
230,2.28333333333333,274,470.941666666666,56513,6,3,116,19,middle,1,male,1,right,2,happy,2,m_m_h,middle_male_happy,116_m_m_h_a.jpg,0.1,12,m_m_n,middle_male_neutral,116_m_m_n_a.jpg,9,0.2,24,6,0.483333333333333,58,1.5,180,NaN,NaN,NaN
231,1.94166666666667,233,472.95,56754,6,3,87,14,middle,1,male,1,left,1,fear,1,m_m_f,middle_male_fear,087_m_m_f_a.jpg,0.1,12,m_m_n,middle_male_neutral,087_m_m_n_a.jpg,4,0.0416666666666667,5,4,0.3,36,1.5,180,NaN,NaN,NaN
232,1.825,219,475.058333333333,57007,6,3,7,1,middle,1,male,1,right,2,fear,1,m_m_f,middle_male_fear,007_m_m_f_a.jpg,0.1,12,m_m_n,middle_male_neutral,007_m_m_n_a.jpg,1,0.0166666666666667,2,3,0.208333333333333,25,1.5,180,NaN,NaN,NaN
233,2.25,270,476.808333333333,57217,6,3,103,16,middle,1,female,2,right,2,happy,2,m_f_h,middle_female_happy,103_m_f_h_a.jpg,0.1,12,m_f_n,middle_female_neutral,103_m_f_n_a.jpg,6,0.075,9,7,0.575,69,1.5,180,NaN,NaN,NaN
234,1.7,204,478.658333333333,57439,6,3,37,6,young,2,male,1,left,1,happy,2,y_m_h,young_male_happy,037_y_m_h_a.jpg,0.1,12,y_m_n,young_male_neutral,037_y_m_n_a.jpg,6,0.075,9,1,0.025,3,1.5,180,NaN,NaN,NaN
235,2.14166666666667,257,480.425,57651,6,3,54,8,young,2,female,2,right,2,fear,1,y_f_f,young_female_fear,054_y_f_f_a.jpg,0.1,12,y_f_n,young_female_neutral,054_y_f_n_a.jpg,8,0.15,18,5,0.391666666666667,47,1.5,180,NaN,NaN,NaN
236,1.7,204,482.675,57921,6,3,37,6,young,2,male,1,right,2,fear,1,y_m_f,young_male_fear,037_y_m_f_a.jpg,0.1,12,y_m_n,young_male_neutral,037_y_m_n_a.jpg,6,0.075,9,1,0.025,3,1.5,180,NaN,NaN,NaN
237,2.34166666666667,281,484.858333333333,58183,6,3,45,6,middle,1,male,1,left,1,happy,2,m_m_h,middle_male_happy,045_m_m_h_a.jpg,0.1,12,m_m_n,middle_male_neutral,045_m_m_n_a.jpg,6,0.075,9,8,0.666666666666667,80,1.5,180,NaN,NaN,NaN
238,2,240,487,58440,6,3,109,17,young,2,male,1,left,1,happy,2,y_m_h,young_male_happy,109_y_m_h_a.jpg,0.1,12,y_m_n,young_male_neutral,109_y_m_n_a.jpg,7,0.1,12,4,0.3,36,1.5,180,NaN,NaN,NaN
239,2.36666666666667,284,489.466666666666,58736,6,3,104,17,middle,1,male,1,right,2,happy,2,m_m_h,middle_male_happy,104_m_m_h_a.jpg,0.1,12,m_m_n,middle_male_neutral,104_m_m_n_a.jpg,7,0.1,12,8,0.666666666666667,80,1.5,180,NaN,NaN,NaN
240,2.025,243,491.433333333333,58972,6,3,26,3,middle,1,male,1,right,2,happy,2,m_m_h,middle_male_happy,026_m_m_h_a.jpg,0.1,12,m_m_n,middle_male_neutral,026_m_m_n_a.jpg,3,0.0333333333333333,4,5,0.391666666666667,47,1.5,180,NaN,NaN,NaN
241,2.275,273,493.625,59235,7,4,104,17,middle,1,male,1,right,2,fear,1,m_m_f,middle_male_fear,104_m_m_f_a.jpg,0.1,12,m_m_n,middle_male_neutral,104_m_m_n_a.jpg,7,0.1,12,7,0.575,69,1.5,180,NaN,NaN,NaN
242,2.30833333333333,277,495.366666666666,59444,7,4,32,4,middle,1,male,1,left,1,happy,2,m_m_h,middle_male_happy,032_m_m_h_a.jpg,0.1,12,m_m_n,middle_male_neutral,032_m_m_n_a.jpg,4,0.0416666666666667,5,8,0.666666666666667,80,1.5,180,NaN,NaN,NaN
243,1.85,222,497.208333333333,59665,7,4,87,14,middle,1,male,1,right,2,happy,2,m_m_h,middle_male_happy,087_m_m_h_a.jpg,0.1,12,m_m_n,middle_male_neutral,087_m_m_n_a.jpg,4,0.0416666666666667,5,3,0.208333333333333,25,1.5,180,NaN,NaN,NaN
244,2.34166666666667,281,499.15,59898,7,4,43,6,middle,1,female,2,left,1,fear,1,m_f_f,middle_female_fear,043_m_f_f_a.jpg,0.1,12,m_f_n,middle_female_neutral,043_m_f_n_a.jpg,6,0.075,9,8,0.666666666666667,80,1.5,180,NaN,NaN,NaN
245,1.79166666666667,215,501.466666666666,60176,7,4,43,6,middle,1,female,2,right,2,happy,2,m_f_h,middle_female_happy,043_m_f_h_a.jpg,0.1,12,m_f_n,middle_female_neutral,043_m_f_n_a.jpg,6,0.075,9,2,0.116666666666667,14,1.5,180,NaN,NaN,NaN
246,1.95,234,503.258333333333,60391,7,4,35,5,middle,1,female,2,left,1,happy,2,m_f_h,middle_female_happy,035_m_f_h_a.jpg,0.1,12,m_f_n,middle_female_neutral,035_m_f_n_a.jpg,5,0.05,6,4,0.3,36,1.5,180,NaN,NaN,NaN
247,1.725,207,505.441666666666,60653,7,4,111,17,middle,1,female,2,left,1,fear,1,m_f_f,middle_female_fear,111_m_f_f_a.jpg,0.1,12,m_f_n,middle_female_neutral,111_m_f_n_a.jpg,7,0.1,12,1,0.025,3,1.5,180,NaN,NaN,NaN
248,1.93333333333333,232,507.583333333333,60910,7,4,19,3,middle,1,female,2,right,2,fear,1,m_f_f,middle_female_fear,019_m_f_f_a.jpg,0.1,12,m_f_n,middle_female_neutral,019_m_f_n_a.jpg,3,0.0333333333333333,4,4,0.3,36,1.5,180,NaN,NaN,NaN
