trial_number,trial_time_secs,trial_time_frames,cum_trial_time_secs,cum_trial_time_frames,block_number,run_number,image_number,image_ref,image_age,image_age_ref,image_sex,image_sex_ref,location_name,location,target_emotion,target_emotion_ref,target_id,target_fullid,target_imagename,mask_secs,mask_frames,mask_id,mask_fullid,mask_imagename,soa_ref,soa_secs,soa_frames,jitter_ref,jitter_secs,jitter_frames,response_secs,response_frames,responsetime,responsekey,responsecorrect
249,2.04166666666667,245,509.408333333333,61129,7,4,101,15,young,2,female,2,left,1,happy,2,y_f_h,young_female_happy,101_y_f_h_a.jpg,0.1,12,y_f_n,young_female_neutral,101_y_f_n_a.jpg,5,0.05,6,5,0.391666666666667,47,1.5,180,NaN,NaN,NaN
250,1.84166666666667,221,511.466666666666,61376,7,4,22,3,young,2,female,2,right,2,fear,1,y_f_f,young_female_fear,022_y_f_f_a.jpg,0.1,12,y_f_n,young_female_neutral,022_y_f_n_a.jpg,3,0.0333333333333333,4,3,0.208333333333333,25,1.5,180,NaN,NaN,NaN
251,1.675,201,513.566666666666,61628,7,4,99,15,young,2,male,1,right,2,fear,1,y_m_f,young_male_fear,099_y_m_f_a.jpg,0.1,12,y_m_n,young_male_neutral,099_y_m_n_a.jpg,5,0.05,6,1,0.025,3,1.5,180,NaN,NaN,NaN
252,2.10833333333333,253,515.858333333333,61903,7,4,11,2,middle,1,female,2,right,2,fear,1,m_f_f,middle_female_fear,011_m_f_f_a.jpg,0.1,12,m_f_n,middle_female_neutral,011_m_f_n_a.jpg,2,0.025,3,6,0.483333333333333,58,1.5,180,NaN,NaN,NaN
253,1.85,222,517.791666666666,62135,7,4,93,14,middle,1,female,2,left,1,fear,1,m_f_f,middle_female_fear,093_m_f_f_a.jpg,0.1,12,m_f_n,middle_female_neutral,093_m_f_n_a.jpg,4,0.0416666666666667,5,3,0.208333333333333,25,1.5,180,NaN,NaN,NaN
254,1.7,204,520.1,62412,7,4,45,6,middle,1,male,1,left,1,fear,1,m_m_f,middle_male_fear,045_m_m_f_a.jpg,0.1,12,m_m_n,middle_male_neutral,045_m_m_n_a.jpg,6,0.075,9,1,0.025,3,1.5,180,NaN,NaN,NaN
255,2.20833333333333,265,521.866666666666,62624,7,4,22,3,young,2,female,2,left,1,happy,2,y_f_h,young_female_happy,022_y_f_h_a.jpg,0.1,12,y_f_n,young_female_neutral,022_y_f_n_a.jpg,3,0.0333333333333333,4,7,0.575,69,1.5,180,NaN,NaN,NaN
256,1.94166666666667,233,524.116666666666,62894,7,4,28,4,young,2,female,2,left,1,fear,1,y_f_f,young_female_fear,028_y_f_f_a.jpg,0.1,12,y_f_n,young_female_neutral,028_y_f_n_a.jpg,4,0.0416666666666667,5,4,0.3,36,1.5,180,NaN,NaN,NaN
257,2.275,273,526.025,63123,7,4,109,17,young,2,male,1,right,2,fear,1,y_m_f,young_male_fear,109_y_m_f_a.jpg,0.1,12,y_m_n,young_male_neutral,109_y_m_n_a.jpg,7,0.1,12,7,0.575,69,1.5,180,NaN,NaN,NaN
258,1.75,210,527.983333333333,63358,7,4,19,3,middle,1,female,2,left,1,happy,2,m_f_h,middle_female_happy,019_m_f_h_a.jpg,0.1,12,m_f_n,middle_female_neutral,019_m_f_n_a.jpg,3,0.0333333333333333,4,2,0.116666666666667,14,1.5,180,NaN,NaN,NaN
259,1.925,231,529.808333333333,63577,7,4,77,12,middle,1,male,1,left,1,happy,2,m_m_h,middle_male_happy,077_m_m_h_a.jpg,0.1,12,m_m_n,middle_male_neutral,077_m_m_n_a.jpg,2,0.025,3,4,0.3,36,1.5,180,NaN,NaN,NaN
260,2.21666666666667,266,531.866666666666,63824,7,4,89,14,young,2,male,1,left,1,happy,2,y_m_h,young_male_happy,089_y_m_h_a.jpg,0.1,12,y_m_n,young_male_neutral,089_y_m_n_a.jpg,4,0.0416666666666667,5,7,0.575,69,1.5,180,NaN,NaN,NaN
261,1.725,207,533.508333333333,64021,7,4,115,17,young,2,female,2,right,2,happy,2,y_f_h,young_female_happy,115_y_f_h_a.jpg,0.1,12,y_f_n,young_female_neutral,115_y_f_n_a.jpg,7,0.1,12,1,0.025,3,1.5,180,NaN,NaN,NaN
262,1.675,201,535.158333333333,64219,7,4,92,15,middle,1,male,1,left,1,happy,2,m_m_h,middle_male_happy,092_m_m_h_a.jpg,0.1,12,m_m_n,middle_male_neutral,092_m_m_n_a.jpg,5,0.05,6,1,0.025,3,1.5,180,NaN,NaN,NaN
263,2.03333333333333,244,537.183333333333,64462,7,4,29,4,middle,1,female,2,right,2,fear,1,m_f_f,middle_female_fear,029_m_f_f_a.jpg,0.1,12,m_f_n,middle_female_neutral,029_m_f_n_a.jpg,4,0.0416666666666667,5,5,0.391666666666667,47,1.5,180,NaN,NaN,NaN
264,1.86666666666667,224,539.125,64695,7,4,52,8,middle,1,female,2,right,2,happy,2,m_f_h,middle_female_happy,052_m_f_h_a.jpg,0.1,12,m_f_n,middle_female_neutral,052_m_f_n_a.jpg,8,0.15,18,2,0.116666666666667,14,1.5,180,NaN,NaN,NaN
265,2.225,267,541.35,64962,7,4,38,5,middle,1,male,1,right,2,fear,1,m_m_f,middle_male_fear,038_m_m_f_a.jpg,0.1,12,m_m_n,middle_male_neutral,038_m_m_n_a.jpg,5,0.05,6,7,0.575,69,1.5,180,NaN,NaN,NaN
266,1.76666666666667,212,543.233333333333,65188,7,4,99,15,young,2,male,1,left,1,happy,2,y_m_h,young_male_happy,099_y_m_h_a.jpg,0.1,12,y_m_n,young_male_neutral,099_y_m_n_a.jpg,5,0.05,6,2,0.116666666666667,14,1.5,180,NaN,NaN,NaN
267,2.28333333333333,274,545.325,65439,7,4,73,11,middle,1,female,2,right,2,happy,2,m_f_h,middle_female_happy,073_m_f_h_a.jpg,0.1,12,m_f_n,middle_female_neutral,073_m_f_n_a.jpg,1,0.0166666666666667,2,8,0.666666666666667,80,1.5,180,NaN,NaN,NaN
268,1.95,234,547.375,65685,7,4,101,15,young,2,female,2,left,1,happy,2,y_f_h,young_female_happy,101_y_f_h_a.jpg,0.1,12,y_f_n,young_female_neutral,101_y_f_n_a.jpg,5,0.05,6,4,0.3,36,1.5,180,NaN,NaN,NaN
269,2.15,258,549.658333333333,65959,7,4,64,10,middle,1,female,2,right,2,happy,2,m_f_h,middle_female_happy,064_m_f_h_a.jpg,0.1,12,m_f_n,middle_female_neutral,064_m_f_n_a.jpg,10,0.25,30,4,0.3,36,1.5,180,NaN,NaN,NaN
270,2.01666666666667,242,551.808333333333,66217,7,4,72,12,young,2,male,1,right,2,happy,2,y_m_h,young_male_happy,072_y_m_h_a.jpg,0.1,12,y_m_n,young_male_neutral,072_y_m_n_a.jpg,2,0.025,3,5,0.391666666666667,47,1.5,180,NaN,NaN,NaN
271,2.46666666666667,296,553.541666666666,66425,7,4,58,9,middle,1,male,1,right,2,happy,2,m_m_h,middle_male_happy,058_m_m_h_a.jpg,0.1,12,m_m_n,middle_male_neutral,058_m_m_n_a.jpg,9,0.2,24,8,0.666666666666667,80,1.5,180,NaN,NaN,NaN
272,2.21666666666667,266,555.741666666666,66689,7,4,29,4,middle,1,female,2,left,1,happy,2,m_f_h,middle_female_happy,029_m_f_h_a.jpg,0.1,12,m_f_n,middle_female_neutral,029_m_f_n_a.jpg,4,0.0416666666666667,5,7,0.575,69,1.5,180,NaN,NaN,NaN
273,2.05833333333333,247,557.95,66954,7,4,68,10,middle,1,male,1,left,1,happy,2,m_m_h,middle_male_happy,068_m_m_h_a.jpg,0.1,12,m_m_n,middle_male_neutral,068_m_m_n_a.jpg,10,0.25,30,3,0.208333333333333,25,1.5,180,NaN,NaN,NaN
274,1.94166666666667,233,560.166666666666,67220,7,4,28,4,young,2,female,2,right,2,fear,1,y_f_f,young_female_fear,028_y_f_f_a.jpg,0.1,12,y_f_n,young_female_neutral,028_y_f_n_a.jpg,4,0.0416666666666667,5,4,0.3,36,1.5,180,NaN,NaN,NaN
275,1.74166666666667,209,562.208333333333,67465,7,4,85,12,young,2,female,2,right,2,happy,2,y_f_h,young_female_happy,085_y_f_h_a.jpg,0.1,12,y_f_n,young_female_neutral,085_y_f_n_a.jpg,2,0.025,3,2,0.116666666666667,14,1.5,180,NaN,NaN,NaN
276,2,240,564.55,67746,7,4,111,17,middle,1,female,2,right,2,happy,2,m_f_h,middle_female_happy,111_m_f_h_a.jpg,0.1,12,m_f_n,middle_female_neutral,111_m_f_n_a.jpg,7,0.1,12,4,0.3,36,1.5,180,NaN,NaN,NaN
277,2.18333333333333,262,566.733333333333,68008,7,4,109,17,young,2,male,1,right,2,happy,2,y_m_h,young_male_happy,109_y_m_h_a.jpg,0.1,12,y_m_n,young_male_neutral,109_y_m_n_a.jpg,7,0.1,12,6,0.483333333333333,58,1.5,180,NaN,NaN,NaN
278,2.225,267,568.508333333333,68221,7,4,97,15,middle,1,female,2,right,2,fear,1,m_f_f,middle_female_fear,097_m_f_f_a.jpg,0.1,12,m_f_n,middle_female_neutral,097_m_f_n_a.jpg,5,0.05,6,7,0.575,69,1.5,180,NaN,NaN,NaN
279,1.75833333333333,211,570.883333333333,68506,7,4,25,4,young,2,male,1,right,2,fear,1,y_m_f,young_male_fear,025_y_m_f_a.jpg,0.1,12,y_m_n,young_male_neutral,025_y_m_n_a.jpg,4,0.0416666666666667,5,2,0.116666666666667,14,1.5,180,NaN,NaN,NaN
280,1.675,201,573.216666666666,68786,7,4,34,5,young,2,female,2,right,2,happy,2,y_f_h,young_female_happy,034_y_f_h_a.jpg,0.1,12,y_f_n,young_female_neutral,034_y_f_n_a.jpg,5,0.05,6,1,0.025,3,1.5,180,NaN,NaN,NaN
281,2.31666666666667,278,575.225,69027,8,4,31,5,young,2,male,1,left,1,happy,2,y_m_h,young_male_happy,031_y_m_h_a.jpg,0.1,12,y_m_n,young_male_neutral,031_y_m_n_a.jpg,5,0.05,6,8,0.666666666666667,80,1.5,180,NaN,NaN,NaN
282,1.65,198,576.875,69225,8,4,80,12,middle,1,female,2,left,1,happy,2,m_f_h,middle_female_happy,080_m_f_h_a.jpg,0.1,12,m_f_n,middle_female_neutral,080_m_f_n_a.jpg,2,0.025,3,1,0.025,3,1.5,180,NaN,NaN,NaN
283,2.00833333333333,241,578.9,69468,8,4,117,19,middle,1,female,2,left,1,fear,1,m_f_f,middle_female_fear,117_m_f_f_a.jpg,0.1,12,m_f_n,middle_female_neutral,117_m_f_n_a.jpg,9,0.2,24,3,0.208333333333333,25,1.5,180,NaN,NaN,NaN
284,2.34166666666667,281,581.025,69723,8,4,37,6,young,2,male,1,left,1,fear,1,y_m_f,young_male_fear,037_y_m_f_a.jpg,0.1,12,y_m_n,young_male_neutral,037_y_m_n_a.jpg,6,0.075,9,8,0.666666666666667,80,1.5,180,NaN,NaN,NaN
285,2.225,267,582.699999999999,69924,8,4,97,15,middle,1,female,2,right,2,happy,2,m_f_h,middle_female_happy,097_m_f_h_a.jpg,0.1,12,m_f_n,middle_female_neutral,097_m_f_n_a.jpg,5,0.05,6,7,0.575,69,1.5,180,NaN,NaN,NaN
286,1.86666666666667,224,584.674999999999,70161,8,4,113,18,middle,1,female,2,right,2,happy,2,m_f_h,middle_female_happy,113_m_f_h_a.jpg,0.1,12,m_f_n,middle_female_neutral,113_m_f_n_a.jpg,8,0.15,18,2,0.116666666666667,14,1.5,180,NaN,NaN,NaN
287,2.325,279,586.766666666666,70412,8,4,114,18,young,2,male,1,right,2,fear,1,y_m_f,young_male_fear,114_y_m_f_a.jpg,0.1,12,y_m_n,young_male_neutral,114_y_m_n_a.jpg,8,0.15,18,7,0.575,69,1.5,180,NaN,NaN,NaN
288,1.95833333333333,235,588.541666666666,70625,8,4,125,18,young,2,female,2,right,2,fear,1,y_f_f,young_female_fear,125_y_f_f_a.jpg,0.1,12,y_f_n,young_female_neutral,125_y_f_n_a.jpg,8,0.15,18,3,0.208333333333333,25,1.5,180,NaN,NaN,NaN
289,2,240,590.458333333333,70855,8,4,111,17,middle,1,female,2,left,1,happy,2,m_f_h,middle_female_happy,111_m_f_h_a.jpg,0.1,12,m_f_n,middle_female_neutral,111_m_f_n_a.jpg,7,0.1,12,4,0.3,36,1.5,180,NaN,NaN,NaN
290,2.23333333333333,268,592.608333333333,71113,8,4,113,18,middle,1,female,2,right,2,happy,2,m_f_h,middle_female_happy,113_m_f_h_a.jpg,0.1,12,m_f_n,middle_female_neutral,113_m_f_n_a.jpg,8,0.15,18,6,0.483333333333333,58,1.5,180,NaN,NaN,NaN
291,1.675,201,594.799999999999,71376,8,4,92,15,middle,1,male,1,left,1,happy,2,m_m_h,middle_male_happy,092_m_m_h_a.jpg,0.1,12,m_m_n,middle_male_neutral,092_m_m_n_a.jpg,5,0.05,6,1,0.025,3,1.5,180,NaN,NaN,NaN
292,2.125,255,596.541666666666,71585,8,4,32,4,middle,1,male,1,left,1,fear,1,m_m_f,middle_male_fear,032_m_m_f_a.jpg,0.1,12,m_m_n,middle_male_neutral,032_m_m_n_a.jpg,4,0.0416666666666667,5,6,0.483333333333333,58,1.5,180,NaN,NaN,NaN
293,2.00833333333333,241,598.474999999999,71817,8,4,73,11,middle,1,female,2,left,1,fear,1,m_f_f,middle_female_fear,073_m_f_f_a.jpg,0.1,12,m_f_n,middle_female_neutral,073_m_f_n_a.jpg,1,0.0166666666666667,2,5,0.391666666666667,47,1.5,180,NaN,NaN,NaN
294,2.36666666666667,284,600.233333333333,72028,8,4,50,7,middle,1,female,2,left,1,happy,2,m_f_h,middle_female_happy,050_m_f_h_a.jpg,0.1,12,m_f_n,middle_female_neutral,050_m_f_n_a.jpg,7,0.1,12,8,0.666666666666667,80,1.5,180,NaN,NaN,NaN
295,2.20833333333333,265,602.274999999999,72273,8,4,16,3,young,2,male,1,left,1,happy,2,y_m_h,young_male_happy,016_y_m_h_a.jpg,0.1,12,y_m_n,young_male_neutral,016_y_m_n_a.jpg,3,0.0333333333333333,4,7,0.575,69,1.5,180,NaN,NaN,NaN
296,1.74166666666667,209,604.433333333333,72532,8,4,85,12,young,2,female,2,right,2,happy,2,y_f_h,young_female_happy,085_y_f_h_a.jpg,0.1,12,y_f_n,young_female_neutral,085_y_f_n_a.jpg,2,0.025,3,2,0.116666666666667,14,1.5,180,NaN,NaN,NaN
297,2.09166666666667,251,606.524999999999,72783,8,4,48,7,young,2,female,2,left,1,happy,2,y_f_h,young_female_happy,048_y_f_h_a.jpg,0.1,12,y_f_n,young_female_neutral,048_y_f_n_a.jpg,7,0.1,12,5,0.391666666666667,47,1.5,180,NaN,NaN,NaN
298,2.23333333333333,268,608.483333333333,73018,8,4,49,8,young,2,male,1,left,1,fear,1,y_m_f,young_male_fear,049_y_m_f_a.jpg,0.1,12,y_m_n,young_male_neutral,049_y_m_n_a.jpg,8,0.15,18,6,0.483333333333333,58,1.5,180,NaN,NaN,NaN
299,2.00833333333333,241,610.858333333333,73303,8,4,6,1,middle,1,female,2,right,2,fear,1,m_f_f,middle_female_fear,006_m_f_f_a.jpg,0.1,12,m_f_n,middle_female_neutral,006_m_f_n_a.jpg,1,0.0166666666666667,2,5,0.391666666666667,47,1.5,180,NaN,NaN,NaN
300,2.09166666666667,251,613.374999999999,73605,8,4,48,7,young,2,female,2,right,2,fear,1,y_f_f,young_female_fear,048_y_f_f_a.jpg,0.1,12,y_f_n,young_female_neutral,048_y_f_n_a.jpg,7,0.1,12,5,0.391666666666667,47,1.5,180,NaN,NaN,NaN
301,2.225,267,615.566666666666,73868,8,4,34,5,young,2,female,2,left,1,fear,1,y_f_f,young_female_fear,034_y_f_f_a.jpg,0.1,12,y_f_n,young_female_neutral,034_y_f_n_a.jpg,5,0.05,6,7,0.575,69,1.5,180,NaN,NaN,NaN
302,2.25,270,617.674999999999,74121,8,4,106,16,young,2,female,2,left,1,fear,1,y_f_f,young_female_fear,106_y_f_f_a.jpg,0.1,12,y_f_n,young_female_neutral,106_y_f_n_a.jpg,6,0.075,9,7,0.575,69,1.5,180,NaN,NaN,NaN
303,1.825,219,619.883333333333,74386,8,4,132,19,young,2,female,2,left,1,fear,1,y_f_f,young_female_fear,132_y_f_f_a.jpg,0.1,12,y_f_n,young_female_neutral,132_y_f_n_a.jpg,9,0.2,24,1,0.025,3,1.5,180,NaN,NaN,NaN
304,1.95,234,621.641666666666,74597,8,4,38,5,middle,1,male,1,right,2,happy,2,m_m_h,middle_male_happy,038_m_m_h_a.jpg,0.1,12,m_m_n,middle_male_neutral,038_m_m_n_a.jpg,5,0.05,6,4,0.3,36,1.5,180,NaN,NaN,NaN
305,1.75,210,623.866666666666,74864,8,4,81,13,young,2,male,1,left,1,happy,2,y_m_h,young_male_happy,081_y_m_h_a.jpg,0.1,12,y_m_n,young_male_neutral,081_y_m_n_a.jpg,3,0.0333333333333333,4,2,0.116666666666667,14,1.5,180,NaN,NaN,NaN
306,2.46666666666667,296,626.208333333333,75145,8,4,57,9,young,2,male,1,right,2,fear,1,y_m_f,young_male_fear,057_y_m_f_a.jpg,0.1,12,y_m_n,young_male_neutral,057_y_m_n_a.jpg,9,0.2,24,8,0.666666666666667,80,1.5,180,NaN,NaN,NaN
307,2.13333333333333,256,628.3,75396,8,4,97,15,middle,1,female,2,right,2,fear,1,m_f_f,middle_female_fear,097_m_f_f_a.jpg,0.1,12,m_f_n,middle_female_neutral,097_m_f_n_a.jpg,5,0.05,6,6,0.483333333333333,58,1.5,180,NaN,NaN,NaN
308,1.975,237,630.075,75609,8,4,94,16,middle,1,male,1,right,2,fear,1,m_m_f,middle_male_fear,094_m_m_f_a.jpg,0.1,12,m_m_n,middle_male_neutral,094_m_m_n_a.jpg,6,0.075,9,4,0.3,36,1.5,180,NaN,NaN,NaN
309,2.025,243,631.991666666666,75839,8,4,22,3,young,2,female,2,right,2,happy,2,y_f_h,young_female_happy,022_y_f_h_a.jpg,0.1,12,y_f_n,young_female_neutral,022_y_f_n_a.jpg,3,0.0333333333333333,4,5,0.391666666666667,47,1.5,180,NaN,NaN,NaN
310,2.15833333333333,259,634.141666666666,76097,8,4,94,16,middle,1,male,1,right,2,happy,2,m_m_h,middle_male_happy,094_m_m_h_a.jpg,0.1,12,m_m_n,middle_male_neutral,094_m_m_n_a.jpg,6,0.075,9,6,0.483333333333333,58,1.5,180,NaN,NaN,NaN
311,1.825,219,635.783333333333,76294,8,4,70,11,middle,1,male,1,right,2,happy,2,m_m_h,middle_male_happy,070_m_m_h_a.jpg,0.1,12,m_m_n,middle_male_neutral,070_m_m_n_a.jpg,1,0.0166666666666667,2,3,0.208333333333333,25,1.5,180,NaN,NaN,NaN
312,1.86666666666667,224,637.525,76503,8,4,49,8,young,2,male,1,right,2,happy,2,y_m_h,young_male_happy,049_y_m_h_a.jpg,0.1,12,y_m_n,young_male_neutral,049_y_m_n_a.jpg,8,0.15,18,2,0.116666666666667,14,1.5,180,NaN,NaN,NaN
313,2.15833333333333,259,639.366666666666,76724,8,4,106,16,young,2,female,2,left,1,happy,2,y_f_h,young_female_happy,106_y_f_h_a.jpg,0.1,12,y_f_n,young_female_neutral,106_y_f_n_a.jpg,6,0.075,9,6,0.483333333333333,58,1.5,180,NaN,NaN,NaN
314,1.91666666666667,230,641.125,76935,8,4,8,1,young,2,male,1,right,2,fear,1,y_m_f,young_male_fear,008_y_m_f_a.jpg,0.1,12,y_m_n,young_male_neutral,008_y_m_n_a.jpg,1,0.0166666666666667,2,4,0.3,36,1.5,180,NaN,NaN,NaN
315,1.74166666666667,209,643.075,77169,8,4,20,2,young,2,female,2,left,1,fear,1,y_f_f,young_female_fear,020_y_f_f_a.jpg,0.1,12,y_f_n,young_female_neutral,020_y_f_n_a.jpg,2,0.025,3,2,0.116666666666667,14,1.5,180,NaN,NaN,NaN
316,2.14166666666667,257,644.775,77373,8,4,56,8,middle,1,male,1,left,1,happy,2,m_m_h,middle_male_happy,056_m_m_h_a.jpg,0.1,12,m_m_n,middle_male_neutral,056_m_m_n_a.jpg,8,0.15,18,5,0.391666666666667,47,1.5,180,NaN,NaN,NaN
317,1.64166666666667,197,646.5,77580,8,4,71,11,young,2,female,2,left,1,happy,2,y_f_h,young_female_happy,071_y_f_h_a.jpg,0.1,12,y_f_n,young_female_neutral,071_y_f_n_a.jpg,1,0.0166666666666667,2,1,0.025,3,1.5,180,NaN,NaN,NaN
318,1.825,219,648.366666666666,77804,8,4,66,11,young,2,male,1,right,2,fear,1,y_m_f,young_male_fear,066_y_m_f_a.jpg,0.1,12,y_m_n,young_male_neutral,066_y_m_n_a.jpg,1,0.0166666666666667,2,3,0.208333333333333,25,1.5,180,NaN,NaN,NaN
319,2.10833333333333,253,650.466666666666,78056,8,4,72,12,young,2,male,1,right,2,happy,2,y_m_h,young_male_happy,072_y_m_h_a.jpg,0.1,12,y_m_n,young_male_neutral,072_y_m_n_a.jpg,2,0.025,3,6,0.483333333333333,58,1.5,180,NaN,NaN,NaN
320,2.41666666666667,290,652.8,78336,8,4,56,8,middle,1,male,1,left,1,fear,1,m_m_f,middle_male_fear,056_m_m_f_a.jpg,0.1,12,m_m_n,middle_male_neutral,056_m_m_n_a.jpg,8,0.15,18,8,0.666666666666667,80,1.5,180,NaN,NaN,NaN
