trial_number,trial_time_secs,trial_time_frames,cum_trial_time_secs,cum_trial_time_frames,block_number,run_number,image_number,image_agesexcat_ref,image_agesexemocat_ref,image_number_ref,image_age,image_age_ref,image_sex,image_sex_ref,image_emotion,image_emotion_ref,image_id,image_fullid,target_imagename,mask_imagename,image_pos_ref,location_name,location,location_x,location_y,soa_ref,soa_secs,soa_frames,mask_secs,mask_frames,jitter_ref,jitter_secs,jitter_frames,response_secs,response_frames
11,2.19948168000381,264,22.6030068100392,2713,2,1,29,2,2,4,middle,1,female,2,neutral,3,m_f_n,middle_female_neutral,029_m_f_n_a.jpg,029_m_f_n_b.jpg,6,right,2,1303.55669213379,540,4,0.0416568500000722,5,0.108307810000188,13,6,0.541539050000938,65,1.50797797000261,181
12,2.09950524000364,252,24.7025120500428,2965,2,1,16,3,3,3,young,2,male,1,neutral,3,y_m_n,young_male_neutral,016_y_m_n_a.jpg,016_y_m_n_b.jpg,9,right,2,1303.55669213379,540,8,0.14996466000026,18,0.108307810000188,13,4,0.333254800000577,40,1.50797797000261,181
13,1.7912445500031,215,26.4937566000459,3180,2,1,34,4,4,5,young,2,female,2,neutral,3,y_f_n,young_female_neutral,034_y_f_n_a.jpg,034_y_f_n_b.jpg,12,right,2,1303.55669213379,540,5,0.0499882200000866,6,0.108307810000188,13,2,0.124970550000216,15,1.50797797000261,181
14,1.7912445500031,215,28.285001150049,3395,2,1,22,4,4,3,young,2,female,2,neutral,3,y_f_n,young_female_neutral,022_y_f_n_a.jpg,022_y_f_n_b.jpg,12,right,2,1303.55669213379,540,8,0.14996466000026,18,0.108307810000188,13,1,0.0249941100000433,3,1.50797797000261,181
15,2.09950524000364,252,30.3845063900526,3647,2,1,32,1,1,4,middle,1,male,1,neutral,3,m_m_n,middle_male_neutral,032_m_m_n_a.jpg,032_m_m_n_b.jpg,3,right,2,1303.55669213379,540,4,0.0416568500000722,5,0.108307810000188,13,5,0.441562610000765,53,1.50797797000261,181
16,1.84123277000319,221,32.2257391600558,3868,2,1,20,4,4,2,young,2,female,2,neutral,3,y_f_n,young_female_neutral,020_y_f_n_a.jpg,020_y_f_n_b.jpg,12,left,1,616.443307866211,540,7,0.0999764400001732,12,0.108307810000188,13,2,0.124970550000216,15,1.50797797000261,181
17,2.04951702000355,246,34.2752561800594,4114,2,1,25,3,3,4,young,2,male,1,neutral,3,y_m_n,young_male_neutral,025_y_m_n_a.jpg,025_y_m_n_b.jpg,9,left,1,616.443307866211,540,9,0.199952880000346,24,0.108307810000188,13,3,0.233278360000404,28,1.50797797000261,181
18,2.20781305000382,265,36.4830692300632,4379,2,1,26,1,1,3,middle,1,male,1,neutral,3,m_m_n,middle_male_neutral,026_m_m_n_a.jpg,026_m_m_n_b.jpg,3,left,1,616.443307866211,540,8,0.14996466000026,18,0.108307810000188,13,5,0.441562610000765,53,1.50797797000261,181
19,2.09950524000364,252,38.5825744700668,4631,2,1,38,1,1,5,middle,1,male,1,neutral,3,m_m_n,middle_male_neutral,038_m_m_n_a.jpg,038_m_m_n_b.jpg,3,left,1,616.443307866211,540,10,0.249941100000433,30,0.108307810000188,13,3,0.233278360000404,28,1.50797797000261,181
20,2.09117387000362,251,40.6737483400705,4882,2,1,26,1,1,3,middle,1,male,1,neutral,3,m_m_n,middle_male_neutral,026_m_m_n_a.jpg,026_m_m_n_b.jpg,3,left,1,616.443307866211,540,3,0.0333254800000577,4,0.108307810000188,13,5,0.441562610000765,53,1.50797797000261,181
21,2.51607374000436,302,43.1898220800748,5184,3,2,16,3,3,3,young,2,male,1,neutral,3,y_m_n,young_male_neutral,016_y_m_n_a.jpg,016_y_m_n_b.jpg,9,left,1,616.443307866211,540,8,0.14996466000026,18,0.108307810000188,13,8,0.749823300001299,90,1.50797797000261,181
22,2.307789490004,277,45.4976115700788,5461,3,2,25,3,3,4,young,2,male,1,neutral,3,y_m_n,young_male_neutral,025_y_m_n_a.jpg,025_y_m_n_b.jpg,9,left,1,616.443307866211,540,4,0.0416568500000722,5,0.108307810000188,13,7,0.649846860001126,78,1.50797797000261,181
23,2.25780127000391,271,47.7554128400827,5732,3,2,14,1,1,2,middle,1,male,1,neutral,3,m_m_n,middle_male_neutral,014_m_m_n_a.jpg,014_m_m_n_b.jpg,3,left,1,616.443307866211,540,7,0.0999764400001732,12,0.108307810000188,13,6,0.541539050000938,65,1.50797797000261,181
24,2.14949346000372,258,49.9049063000864,5990,3,2,28,4,4,4,young,2,female,2,neutral,3,y_f_n,young_female_neutral,028_y_f_n_a.jpg,028_y_f_n_b.jpg,12,right,2,1303.55669213379,540,9,0.199952880000346,24,0.108307810000188,13,4,0.333254800000577,40,1.50797797000261,181
25,2.46608552000427,296,52.3709918200907,6286,3,2,32,1,1,4,middle,1,male,1,neutral,3,m_m_n,middle_male_neutral,032_m_m_n_a.jpg,032_m_m_n_b.jpg,3,right,2,1303.55669213379,540,9,0.199952880000346,24,0.108307810000188,13,7,0.649846860001126,78,1.50797797000261,181
26,2.31612086000401,278,54.6871126800947,6564,3,2,35,2,2,5,middle,1,female,2,neutral,3,m_f_n,middle_female_neutral,035_m_f_n_a.jpg,035_m_f_n_b.jpg,6,left,1,616.443307866211,540,5,0.0499882200000866,6,0.108307810000188,13,7,0.649846860001126,78,1.50797797000261,181
27,1.99119743000345,239,56.6783101100982,6803,3,2,29,2,2,4,middle,1,female,2,neutral,3,m_f_n,middle_female_neutral,029_m_f_n_a.jpg,029_m_f_n_b.jpg,6,right,2,1303.55669213379,540,4,0.0416568500000722,5,0.108307810000188,13,4,0.333254800000577,40,1.50797797000261,181
28,2.31612086000401,278,58.9944309701022,7081,3,2,38,1,1,5,middle,1,male,1,neutral,3,m_m_n,middle_male_neutral,038_m_m_n_a.jpg,038_m_m_n_b.jpg,3,right,2,1303.55669213379,540,5,0.0499882200000866,6,0.108307810000188,13,7,0.649846860001126,78,1.50797797000261,181
29,2.17448757000377,261,61.168918540106,7342,3,2,8,3,3,1,young,2,male,1,neutral,3,y_m_n,young_male_neutral,008_y_m_n_a.jpg,008_y_m_n_b.jpg,9,right,2,1303.55669213379,540,1,0.0166627400000289,2,0.108307810000188,13,6,0.541539050000938,65,1.50797797000261,181
30,2.38277182000413,286,63.5516903601101,7628,3,2,6,2,2,1,middle,1,female,2,neutral,3,m_f_n,middle_female_neutral,006_m_f_n_a.jpg,006_m_f_n_b.jpg,6,left,1,616.443307866211,540,1,0.0166627400000289,2,0.108307810000188,13,8,0.749823300001299,90,1.50797797000261,181
31,1.75791907000304,211,65.3096094301131,7839,4,2,6,2,2,1,middle,1,female,2,neutral,3,m_f_n,middle_female_neutral,006_m_f_n_a.jpg,006_m_f_n_b.jpg,6,left,1,616.443307866211,540,1,0.0166627400000289,2,0.108307810000188,13,2,0.124970550000216,15,1.50797797000261,181
32,2.41609730000418,290,67.7257067301173,8129,4,2,22,4,4,3,young,2,female,2,neutral,3,y_f_n,young_female_neutral,022_y_f_n_a.jpg,022_y_f_n_b.jpg,12,left,1,616.443307866211,540,8,0.14996466000026,18,0.108307810000188,13,7,0.649846860001126,78,1.50797797000261,181
33,1.74125633000302,209,69.4669630601203,8338,4,2,20,4,4,2,young,2,female,2,neutral,3,y_f_n,young_female_neutral,020_y_f_n_a.jpg,020_y_f_n_b.jpg,12,right,2,1303.55669213379,540,7,0.0999764400001732,12,0.108307810000188,13,1,0.0249941100000433,3,1.50797797000261,181
34,2.29112675000397,275,71.7580898101243,8613,4,2,14,1,1,2,middle,1,male,1,neutral,3,m_m_n,middle_male_neutral,014_m_m_n_a.jpg,014_m_m_n_b.jpg,3,right,2,1303.55669213379,540,2,0.0249941100000433,3,0.108307810000188,13,7,0.649846860001126,78,1.50797797000261,181
35,1.65794263000287,199,73.4160324401272,8812,4,2,8,3,3,1,young,2,male,1,neutral,3,y_m_n,young_male_neutral,008_y_m_n_a.jpg,008_y_m_n_b.jpg,9,left,1,616.443307866211,540,1,0.0166627400000289,2,0.108307810000188,13,1,0.0249941100000433,3,1.50797797000261,181
36,1.7912445500031,215,75.2072769901303,9027,4,2,19,2,2,3,middle,1,female,2,neutral,3,m_f_n,middle_female_neutral,019_m_f_n_a.jpg,019_m_f_n_b.jpg,6,left,1,616.443307866211,540,8,0.14996466000026,18,0.108307810000188,13,1,0.0249941100000433,3,1.50797797000261,181
37,1.76625044000306,212,76.9735274301333,9239,4,2,20,4,4,2,young,2,female,2,neutral,3,y_f_n,young_female_neutral,020_y_f_n_a.jpg,020_y_f_n_b.jpg,12,left,1,616.443307866211,540,2,0.0249941100000433,3,0.108307810000188,13,2,0.124970550000216,15,1.50797797000261,181
38,1.99119743000345,239,78.9647248601368,9478,4,2,35,2,2,5,middle,1,female,2,neutral,3,m_f_n,middle_female_neutral,035_m_f_n_a.jpg,035_m_f_n_b.jpg,6,left,1,616.443307866211,540,10,0.249941100000433,30,0.108307810000188,13,2,0.124970550000216,15,1.50797797000261,181
39,1.87455825000325,225,80.83928311014,9703,4,2,11,2,2,2,middle,1,female,2,neutral,3,m_f_n,middle_female_neutral,011_m_f_n_a.jpg,011_m_f_n_b.jpg,6,right,2,1303.55669213379,540,2,0.0249941100000433,3,0.108307810000188,13,3,0.233278360000404,28,1.50797797000261,181
40,1.7912445500031,215,82.6305276601431,9918,4,2,19,2,2,3,middle,1,female,2,neutral,3,m_f_n,middle_female_neutral,019_m_f_n_a.jpg,019_m_f_n_b.jpg,6,right,2,1303.55669213379,540,8,0.14996466000026,18,0.108307810000188,13,1,0.0249941100000433,3,1.50797797000261,181
41,2.19948168000381,264,84.8300093401469,10182,5,3,34,4,4,5,young,2,female,2,neutral,3,y_f_n,young_female_neutral,034_y_f_n_a.jpg,034_y_f_n_b.jpg,12,left,1,616.443307866211,540,10,0.249941100000433,30,0.108307810000188,13,4,0.333254800000577,40,1.50797797000261,181
42,2.29945812000398,276,87.1294674601509,10458,5,3,22,4,4,3,young,2,female,2,neutral,3,y_f_n,young_female_neutral,022_y_f_n_a.jpg,022_y_f_n_b.jpg,12,left,1,616.443307866211,540,3,0.0333254800000577,4,0.108307810000188,13,7,0.649846860001126,78,1.50797797000261,181
43,1.71626222000297,206,88.8457296801539,10664,5,3,7,1,1,1,middle,1,male,1,neutral,3,m_m_n,middle_male_neutral,007_m_m_n_a.jpg,007_m_m_n_b.jpg,3,left,1,616.443307866211,540,6,0.0749823300001299,9,0.108307810000188,13,1,0.0249941100000433,3,1.50797797000261,181
44,1.69126811000293,203,90.5369977901568,10867,5,3,38,1,1,5,middle,1,male,1,neutral,3,m_m_n,middle_male_neutral,038_m_m_n_a.jpg,038_m_m_n_b.jpg,3,left,1,616.443307866211,540,5,0.0499882200000866,6,0.108307810000188,13,1,0.0249941100000433,3,1.50797797000261,181
45,2.61605018000453,314,93.1530479701614,11181,5,3,35,2,2,5,middle,1,female,2,neutral,3,m_f_n,middle_female_neutral,035_m_f_n_a.jpg,035_m_f_n_b.jpg,6,left,1,616.443307866211,540,10,0.249941100000433,30,0.108307810000188,13,8,0.749823300001299,90,1.50797797000261,181
46,1.96620332000341,236,95.1192512901648,11417,5,3,10,4,4,1,young,2,female,2,neutral,3,y_f_n,young_female_neutral,010_y_f_n_a.jpg,010_y_f_n_b.jpg,12,left,1,616.443307866211,540,1,0.0166627400000289,2,0.108307810000188,13,4,0.333254800000577,40,1.50797797000261,181
47,2.307789490004,277,97.4270407801688,11694,5,3,31,3,3,5,young,2,male,1,neutral,3,y_m_n,young_male_neutral,031_y_m_n_a.jpg,031_y_m_n_b.jpg,9,left,1,616.443307866211,540,10,0.249941100000433,30,0.108307810000188,13,5,0.441562610000765,53,1.50797797000261,181
48,2.02452291000351,243,99.4515636901723,11937,5,3,8,3,3,1,young,2,male,1,neutral,3,y_m_n,young_male_neutral,008_y_m_n_a.jpg,008_y_m_n_b.jpg,9,left,1,616.443307866211,540,6,0.0749823300001299,9,0.108307810000188,13,4,0.333254800000577,40,1.50797797000261,181
49,2.19948168000381,264,101.651045370176,12201,5,3,32,1,1,4,middle,1,male,1,neutral,3,m_m_n,middle_male_neutral,032_m_m_n_a.jpg,032_m_m_n_b.jpg,3,right,2,1303.55669213379,540,4,0.0416568500000722,5,0.108307810000188,13,6,0.541539050000938,65,1.50797797000261,181
50,2.14949346000372,258,103.80053883018,12459,5,3,32,1,1,4,middle,1,male,1,neutral,3,m_m_n,middle_male_neutral,032_m_m_n_a.jpg,032_m_m_n_b.jpg,3,right,2,1303.55669213379,540,9,0.199952880000346,24,0.108307810000188,13,4,0.333254800000577,40,1.50797797000261,181
51,1.77458181000307,213,105.575120640183,12672,6,3,22,4,4,3,young,2,female,2,neutral,3,y_f_n,young_female_neutral,022_y_f_n_a.jpg,022_y_f_n_b.jpg,12,left,1,616.443307866211,540,3,0.0333254800000577,4,0.108307810000188,13,2,0.124970550000216,15,1.50797797000261,181
52,1.87455825000325,225,107.449678890186,12897,6,3,11,2,2,2,middle,1,female,2,neutral,3,m_f_n,middle_female_neutral,011_m_f_n_a.jpg,011_m_f_n_b.jpg,6,right,2,1303.55669213379,540,2,0.0249941100000433,3,0.108307810000188,13,3,0.233278360000404,28,1.50797797000261,181
53,2.46608552000427,296,109.91576441019,13193,6,3,11,2,2,2,middle,1,female,2,neutral,3,m_f_n,middle_female_neutral,011_m_f_n_a.jpg,011_m_f_n_b.jpg,6,right,2,1303.55669213379,540,7,0.0999764400001732,12,0.108307810000188,13,8,0.749823300001299,90,1.50797797000261,181
54,1.7912445500031,215,111.707008960193,13408,6,3,35,2,2,5,middle,1,female,2,neutral,3,m_f_n,middle_female_neutral,035_m_f_n_a.jpg,035_m_f_n_b.jpg,6,right,2,1303.55669213379,540,5,0.0499882200000866,6,0.108307810000188,13,2,0.124970550000216,15,1.50797797000261,181
55,2.25780127000391,271,113.964810230197,13679,6,3,29,2,2,4,middle,1,female,2,neutral,3,m_f_n,middle_female_neutral,029_m_f_n_a.jpg,029_m_f_n_b.jpg,6,left,1,616.443307866211,540,9,0.199952880000346,24,0.108307810000188,13,5,0.441562610000765,53,1.50797797000261,181
56,1.6746053700029,201,115.6394156002,13880,6,3,19,2,2,3,middle,1,female,2,neutral,3,m_f_n,middle_female_neutral,019_m_f_n_a.jpg,019_m_f_n_b.jpg,6,left,1,616.443307866211,540,3,0.0333254800000577,4,0.108307810000188,13,1,0.0249941100000433,3,1.50797797000261,181
57,1.99952880000346,240,117.638944400204,14120,6,3,26,1,1,3,middle,1,male,1,neutral,3,m_m_n,middle_male_neutral,026_m_m_n_a.jpg,026_m_m_n_b.jpg,3,left,1,616.443307866211,540,8,0.14996466000026,18,0.108307810000188,13,3,0.233278360000404,28,1.50797797000261,181
58,2.10783661000365,253,119.746781010207,14373,6,3,34,4,4,5,young,2,female,2,neutral,3,y_f_n,young_female_neutral,034_y_f_n_a.jpg,034_y_f_n_b.jpg,12,right,2,1303.55669213379,540,5,0.0499882200000866,6,0.108307810000188,13,5,0.441562610000765,53,1.50797797000261,181
59,1.81623866000315,218,121.563019670211,14591,6,3,10,4,4,1,young,2,female,2,neutral,3,y_f_n,young_female_neutral,010_y_f_n_a.jpg,010_y_f_n_b.jpg,12,left,1,616.443307866211,540,6,0.0749823300001299,9,0.108307810000188,13,2,0.124970550000216,15,1.50797797000261,181
60,2.39943456000416,288,123.962454230215,14879,6,3,16,3,3,3,young,2,male,1,neutral,3,y_m_n,young_male_neutral,016_y_m_n_a.jpg,016_y_m_n_b.jpg,9,right,2,1303.55669213379,540,3,0.0333254800000577,4,0.108307810000188,13,8,0.749823300001299,90,1.50797797000261,181
61,2.04951702000355,246,126.011971250218,15125,7,4,29,2,2,4,middle,1,female,2,neutral,3,m_f_n,middle_female_neutral,029_m_f_n_a.jpg,029_m_f_n_b.jpg,6,left,1,616.443307866211,540,9,0.199952880000346,24,0.108307810000188,13,3,0.233278360000404,28,1.50797797000261,181
62,1.97453469000342,237,127.986505940222,15362,7,4,13,3,3,2,young,2,male,1,neutral,3,y_m_n,young_male_neutral,013_y_m_n_a.jpg,013_y_m_n_b.jpg,9,left,1,616.443307866211,540,2,0.0249941100000433,3,0.108307810000188,13,4,0.333254800000577,40,1.50797797000261,181
63,2.56606196000444,308,130.552567900226,15670,7,4,25,3,3,4,young,2,male,1,neutral,3,y_m_n,young_male_neutral,025_y_m_n_a.jpg,025_y_m_n_b.jpg,9,right,2,1303.55669213379,540,9,0.199952880000346,24,0.108307810000188,13,8,0.749823300001299,90,1.50797797000261,181
64,1.89122099000328,227,132.443788890229,15897,7,4,28,4,4,4,young,2,female,2,neutral,3,y_f_n,young_female_neutral,028_y_f_n_a.jpg,028_y_f_n_b.jpg,12,right,2,1303.55669213379,540,4,0.0416568500000722,5,0.108307810000188,13,3,0.233278360000404,28,1.50797797000261,181
65,2.09950524000364,252,134.543294130233,16149,7,4,38,1,1,5,middle,1,male,1,neutral,3,m_m_n,middle_male_neutral,038_m_m_n_a.jpg,038_m_m_n_b.jpg,3,right,2,1303.55669213379,540,10,0.249941100000433,30,0.108307810000188,13,3,0.233278360000404,28,1.50797797000261,181
66,2.39110319000414,287,136.934397320237,16436,7,4,13,3,3,2,young,2,male,1,neutral,3,y_m_n,young_male_neutral,013_y_m_n_a.jpg,013_y_m_n_b.jpg,9,right,2,1303.55669213379,540,2,0.0249941100000433,3,0.108307810000188,13,8,0.749823300001299,90,1.50797797000261,181
67,2.09117387000362,251,139.025571190241,16687,7,4,19,2,2,3,middle,1,female,2,neutral,3,m_f_n,middle_female_neutral,019_m_f_n_a.jpg,019_m_f_n_b.jpg,6,right,2,1303.55669213379,540,3,0.0333254800000577,4,0.108307810000188,13,5,0.441562610000765,53,1.50797797000261,181
68,2.19948168000381,264,141.225052870245,16951,7,4,25,3,3,4,young,2,male,1,neutral,3,y_m_n,young_male_neutral,025_y_m_n_a.jpg,025_y_m_n_b.jpg,9,right,2,1303.55669213379,540,4,0.0416568500000722,5,0.108307810000188,13,6,0.541539050000938,65,1.50797797000261,181
69,2.04951702000355,246,143.274569890248,17197,7,4,13,3,3,2,young,2,male,1,neutral,3,y_m_n,young_male_neutral,013_y_m_n_a.jpg,013_y_m_n_b.jpg,9,right,2,1303.55669213379,540,7,0.0999764400001732,12,0.108307810000188,13,4,0.333254800000577,40,1.50797797000261,181
70,2.25780127000391,271,145.532371160252,17468,7,4,14,1,1,2,middle,1,male,1,neutral,3,m_m_n,middle_male_neutral,014_m_m_n_a.jpg,014_m_m_n_b.jpg,3,right,2,1303.55669213379,540,7,0.0999764400001732,12,0.108307810000188,13,6,0.541539050000938,65,1.50797797000261,181
71,2.28279538000395,274,147.815166540256,17742,8,4,7,1,1,1,middle,1,male,1,neutral,3,m_m_n,middle_male_neutral,007_m_m_n_a.jpg,007_m_m_n_b.jpg,3,right,2,1303.55669213379,540,1,0.0166627400000289,2,0.108307810000188,13,7,0.649846860001126,78,1.50797797000261,181
72,2.08284250000361,250,149.89800904026,17992,8,4,14,1,1,2,middle,1,male,1,neutral,3,m_m_n,middle_male_neutral,014_m_m_n_a.jpg,014_m_m_n_b.jpg,3,left,1,616.443307866211,540,2,0.0249941100000433,3,0.108307810000188,13,5,0.441562610000765,53,1.50797797000261,181
73,2.23280716000387,268,152.130816200263,18260,8,4,7,1,1,1,middle,1,male,1,neutral,3,m_m_n,middle_male_neutral,007_m_m_n_a.jpg,007_m_m_n_b.jpg,3,right,2,1303.55669213379,540,6,0.0749823300001299,9,0.108307810000188,13,6,0.541539050000938,65,1.50797797000261,181
74,2.34111497000405,281,154.471931170267,18541,8,4,6,2,2,1,middle,1,female,2,neutral,3,m_f_n,middle_female_neutral,006_m_f_n_a.jpg,006_m_f_n_b.jpg,6,right,2,1303.55669213379,540,6,0.0749823300001299,9,0.108307810000188,13,7,0.649846860001126,78,1.50797797000261,181
75,2.23280716000387,268,156.704738330271,18809,8,4,10,4,4,1,young,2,female,2,neutral,3,y_f_n,young_female_neutral,010_y_f_n_a.jpg,010_y_f_n_b.jpg,12,right,2,1303.55669213379,540,6,0.0749823300001299,9,0.108307810000188,13,6,0.541539050000938,65,1.50797797000261,181
76,2.46608552000427,296,159.170823850276,19105,8,4,11,2,2,2,middle,1,female,2,neutral,3,m_f_n,middle_female_neutral,011_m_f_n_a.jpg,011_m_f_n_b.jpg,6,right,2,1303.55669213379,540,7,0.0999764400001732,12,0.108307810000188,13,8,0.749823300001299,90,1.50797797000261,181
77,1.69126811000293,203,160.862091960279,19308,8,4,31,3,3,5,young,2,male,1,neutral,3,y_m_n,young_male_neutral,031_y_m_n_a.jpg,031_y_m_n_b.jpg,9,left,1,616.443307866211,540,5,0.0499882200000866,6,0.108307810000188,13,1,0.0249941100000433,3,1.50797797000261,181
78,2.40776593000417,289,163.269857890283,19597,8,4,34,4,4,5,young,2,female,2,neutral,3,y_f_n,young_female_neutral,034_y_f_n_a.jpg,034_y_f_n_b.jpg,12,left,1,616.443307866211,540,10,0.249941100000433,30,0.108307810000188,13,6,0.541539050000938,65,1.50797797000261,181
79,2.46608552000427,296,165.735943410287,19893,8,4,13,3,3,2,young,2,male,1,neutral,3,y_m_n,young_male_neutral,013_y_m_n_a.jpg,013_y_m_n_b.jpg,9,left,1,616.443307866211,540,7,0.0999764400001732,12,0.108307810000188,13,8,0.749823300001299,90,1.50797797000261,181
80,2.09117387000362,251,167.827117280291,20144,8,4,16,3,3,3,young,2,male,1,neutral,3,y_m_n,young_male_neutral,016_y_m_n_a.jpg,016_y_m_n_b.jpg,9,right,2,1303.55669213379,540,3,0.0333254800000577,4,0.108307810000188,13,5,0.441562610000765,53,1.50797797000261,181
